StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,Q2,Q3,Q4,Q5,Q5_7_TEXT,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q93,Q13,Q14,Q15,Q15_6_TEXT,Q16,Q16_8_TEXT,Q18,Q17_1,Q19,Q20,Q94,Q21,Q95,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q41,Q42,Q43,Q44,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q54_8_TEXT,Q55,Q56,Q56_4_TEXT,Q57,Q57_9_TEXT,Q58
2024-05-21 06:44:43,2024-05-21 06:52:01,IP Address,100,437,True,2024-05-21 06:52:01,R_5PaaAST3M6W9Z1T,anonymous,EN,0.8999999761581421,,,,,,1999,Yes,35019,White,,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),No,No,Yes,<5 years,Yes,<1 year,Land/Wildlife Management,,Other,student,Weekly,20,Yes,Yes,Dead,No,,"Cullman,Morgan",Yes,True,False,False,True,False,True,True,True,Bites,Incinerate,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,No,State Wildlife Agency,,Yes,"Year-long, once a month, virtual conference",,"Rabies,CWD,SarsCoV2",,"Alabama should focus on removing the non-historical species such as the coyote and bring back the native red wolf.  Wolves have been proven over and over to balance the eco-system, will kill feral pigs, and studies have shown can take the weak/sick deer that reduces CWD."
2024-05-21 07:02:12,2024-05-21 07:13:59,IP Address,100,707,True,2024-05-21 07:14:00,R_7eRrAopdWys4g9n,anonymous,EN,0.8999999761581421,,,,,,1991,Yes,35616,White,,Yes,Female,"$60,001-70,000",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,5-10 years,Land/Wildlife Management,,State/Provincial Government,,Monthly,30,Yes,No,,Yes,Always (100%),"Colbert,Lauderdale",Yes,True,False,False,True,False,True,True,True,Bites,Incinerate,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,CWD",,
2024-05-21 07:13:53,2024-05-21 07:35:05,IP Address,100,1271,True,2024-05-21 07:35:06,R_3OSVrRZ8iwEe1mS,anonymous,EN,1,,,,,,1975,Yes,36420,White,,No,Male,"$70,001-80,000",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Education,,Private Industry,,Daily,50,Yes,Yes,Alive - Not Sedated,Yes,Usually (>75%),"Covington,Escambia,Hale,Jefferson,Tuscaloosa",Yes,True,False,False,True,False,True,True,True,Bites,Place in a dumpster,Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Disagree,No,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences",,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other",Diseases that affect wild turkeys,
2024-05-21 07:45:42,2024-05-21 07:54:59,IP Address,100,556,True,2024-05-21 07:55:00,R_8ecw7NbnL1AdVnj,anonymous,EN,0.6000000238418579,,,,,,1984,Yes,36093,White,,No,Male,"$70,001-80,000",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,,Federal Government,,Rarely,30,No,No,,,,"Autauga,Chilton,Coosa,Elmore",No,True,False,False,True,False,True,I don't know,True,Blood,Bury,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Yes,"State Wildlife Agency,Academic Publications,Social Media,Conferences",,Yes,"One day, virtual conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-21 07:54:40,2024-05-21 08:00:18,IP Address,100,338,True,2024-05-21 08:00:19,R_1pYHg9uqiVeKFKb,anonymous,EN,0.8999999761581421,,,,,,1987,Yes,36693,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,10-20 years,Research,,Academic/Research Institution,,Monthly,10,No,No,,No,,Mobile,No,True,I don't know,False,True,False,I don't know,True,True,Bites,I don't know,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Unsure,"One day, virtual conference,Year-long, once a month, virtual conference",,Vector borne diseases,,
2024-05-21 08:20:29,2024-05-21 08:28:41,IP Address,100,492,True,2024-05-21 08:28:42,R_7jTc2I9y8QiQuVX,anonymous,EN,0.8999999761581421,,,,,,1997,Yes,36526,White,,No,Male,"$20,001-30,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,,Federal Government,,Monthly,70,No,No,,Yes,Usually (>75%),"Conecuh,Covington,Monroe",No,True,False,True,True,False,True,True,True,Bites,Bury,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources",,Yes,"One day, in-person conference",,"Rabies,Leptospirosis,Vector borne diseases,CWD,One Health",,
2024-05-21 08:16:14,2024-05-21 09:17:11,IP Address,100,3656,True,2024-05-21 09:17:11,R_6EGbV8cpek98PhX,anonymous,EN,0.8999999761581421,,,,,,1991,Yes,36695,White,,No,Male,"$50,001-60,000",Graduate or Professional School,Yes,No,Yes,5-10 years,Yes,5-10 years,Education,,Nonprofit/Conservation Organization,,Rarely,20,No,No,,Yes,Always (100%),"Baldwin,Mobile",Yes,True,True,False,False,False,True,False,I don't know,Bites,Field dress and consumption,Disagree,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference,One day, virtual conference",,"Vector borne diseases,CWD,SarsCoV2",,
2024-05-21 09:20:50,2024-05-21 09:27:29,IP Address,100,398,True,2024-05-21 09:27:30,R_1dWamW0twOuNlvZ,anonymous,EN,0.8999999761581421,,,,,,1991,Yes,36106,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Other,Public Policy,Nonprofit/Conservation Organization,,Rarely,10,No,No,,,,Montgomery,Yes,True,False,False,True,False,True,I don't know,True,Bites,Bury,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference",,"Rabies,Influenza,Vector borne diseases,CWD",,
2024-05-21 09:29:26,2024-05-21 09:35:40,IP Address,100,373,True,2024-05-21 09:35:41,R_5V3nC8DrfonrTme,anonymous,EN,0.8999999761581421,,,,,,1992,Yes,35476,White,,No,Female,"$40,001-50,000",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,5-10 years,Administration,,Nonprofit/Conservation Organization,,Never,10,No,No,,,,Tuscaloosa,No,True,I don't know,True,I don't know,I don't know,I don't know,I don't know,I don't know,Bites,I don't know,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,No,"Friends/Family,State Wildlife Agency,Social Media,News Sources,Conferences",,Yes,"One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-21 09:52:48,2024-05-21 10:04:06,IP Address,100,677,True,2024-05-21 10:04:06,R_3lAXApxAqxDaYBA,anonymous,EN,0.8999999761581421,,,,,,1999,Yes,36832,White,,No,Female,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,<1 year,Research,,Academic/Research Institution,,Rarely,40,No,No,,Yes,Always (100%),"Jackson,Lawrence,Lee,Limestone,Morgan",Yes,True,I don't know,False,True,False,True,False,True,Bites,Incinerate,Neutral,Agree,Agree,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,"State Wildlife Agency,Academic Publications,Social Media,News Sources",,Yes,"One day, virtual conference,Other",A virtual and self paced program with checkpoints and resources such as videos and printouts or PDFs,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,One Health,Other",Avian botulism and any diseases that can be spread through water,
2024-05-21 10:31:15,2024-05-21 10:36:39,IP Address,100,323,True,2024-05-21 10:36:40,R_6NVOAbb1f3peHDh,anonymous,EN,0.699999988079071,,,,,,1995,Yes,35071,White,,No,Male,"$20,001-30,000",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Research,,Academic/Research Institution,,Daily,20,Yes,Yes,Alive - Not Sedated,No,,Mobile,Yes,True,I don't know,I don't know,True,False,True,False,I don't know,Bites,I don't know,Neutral,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,No,"State Wildlife Agency,I have not looked for health information",,Yes,"One day, in-person conference,One day, virtual conference",,"Raccoon roundworm,CWD,SarsCoV2",,
2024-05-21 10:41:42,2024-05-21 10:47:33,IP Address,100,350,True,2024-05-21 10:47:33,R_5s4SosItHmjPTlt,anonymous,EN,0.8999999761581421,,,,,,1990,Yes,35473,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,60,No,Yes,Alive - Not Sedated,No,,"Baldwin,Bibb,Blount,Calhoun,Clay,Cleburne,Coosa,Fayette,Jefferson,Lamar,Lauderdale,Lawrence,Limestone,Marengo,Mobile,Perry,Pickens,Shelby,Talladega,Tuscaloosa,Walker,Winston",No,True,False,I don't know,True,False,I don't know,I don't know,I don't know,Bites,I don't know,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,News Sources,I have not looked for health information",,Unsure,"One day, virtual conference",,"Rabies,CWD",,
2024-05-21 10:50:28,2024-05-21 10:59:31,IP Address,100,542,True,2024-05-21 10:59:32,R_5At4RPWPx4LUKm5,anonymous,EN,1,,,,,,1968,Yes,35503,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,>20 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,60,Yes,Yes,Dead,Yes,Always (100%),"Fayette,Lamar,Lawrence,Marion,Walker,Winston",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Yes,State Wildlife Agency,,Yes,"One day, virtual conference",,"Influenza,Leptospirosis,Vector borne diseases",,
2024-05-21 10:47:49,2024-05-21 11:00:28,IP Address,100,758,True,2024-05-21 11:00:28,R_6NPou7JBRT4b0Td,anonymous,EN,0.8999999761581421,,,,,,1992,Yes,36874,White,,No,Female,"$60,001-70,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,5-10 years,Land/Wildlife Management,,State/Provincial Government,,Monthly,60,Yes,No,,Yes,Always (100%),"Barbour,Elmore,Lee,Russell",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Disagree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,"Friends/Family,State Wildlife Agency,Academic Publications",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-21 10:54:18,2024-05-21 11:17:49,IP Address,100,1411,True,2024-05-21 11:17:50,R_52Oq5ulpq2eBUBP,anonymous,EN,0.699999988079071,,,,,,1982,Yes,36053,White,,No,Male,"$60,001-70,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,No,1-5 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,60,Yes,Yes,Dead,Yes,Always (100%),"Barbour,Bullock",Yes,True,False,False,True,False,I don't know,True,True,Bites,Ignore,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Yes,"Friends/Family,State Wildlife Agency,Academic Publications",,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Vector borne diseases,CWD,SarsCoV2",,
2024-05-21 11:11:39,2024-05-21 11:18:35,IP Address,100,416,True,2024-05-21 11:18:36,R_1G0UJr2rbRxatfk,anonymous,EN,0.8999999761581421,,,,,,1985,Yes,36207,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,10-20 years,Land/Wildlife Management,,State/Provincial Government,,Monthly,50,Yes,Yes,Dead,Yes,Always (100%),"Calhoun,Cherokee,Cleburne,DeKalb,Etowah",Yes,True,False,False,True,False,True,I don't know,True,Blood,Place in a dumpster,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Neutral,Yes,State Wildlife Agency,,Yes,"One day, virtual conference",,"CWD,SarsCoV2",,
2024-05-21 10:51:55,2024-05-21 11:21:22,IP Address,100,1767,True,2024-05-21 11:21:23,R_7kOoZ6NeP5yYdFo,anonymous,EN,0.699999988079071,,,,,,1973,Yes,36251,White,,No,Male,"$60,001-70,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,40,Yes,Yes,Dead,Yes,Always (100%),"Calhoun,Clay,Coosa,Randolph,Saint Clair,Talladega",Yes,True,False,False,True,False,True,I don't know,True,Bites,Bury,Disagree,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, virtual conference,Year-long, once a month, virtual conference",,Other,Lymphoproliferative disease,
2024-05-21 10:58:01,2024-05-21 11:25:55,IP Address,100,1673,True,2024-05-21 11:25:55,R_1kdr4jLs8RtTxKM,anonymous,EN,1,,,,,,1964,Yes,36360,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,>20 years,Other,Admin fieldwork dealing with public,State/Provincial Government,,Weekly,40,Yes,No,,Yes,Usually (>75%),"Barbour,Bullock,Coffee,Covington,Crenshaw,Dale,Elmore,Geneva,Henry,Houston,Lee,Macon,Montgomery,Pike,Russell",Yes,True,False,False,True,False,True,True,True,Bites,Incinerate,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Yes,State Wildlife Agency,,Yes,"One day, in-person conference",,Other,All,
2024-05-21 11:14:50,2024-05-21 11:37:22,IP Address,100,1352,True,2024-05-21 11:37:23,R_3KeVF91KL8u159I,anonymous,EN,0.8999999761581421,,,,,,1997,Yes,35907,White,,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,80,Yes,Yes,Dead,Yes,Always (100%),"Blount,Calhoun,Cherokee,Cleburne,DeKalb",Yes,True,False,False,True,False,I don't know,I don't know,True,Bites,Place in a dumpster,Neutral,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Yes,"State Wildlife Agency,I have not looked for health information",,Yes,"Year-long, once a month, virtual conference",,"Rabies,Influenza,CWD",,
2024-05-21 11:54:40,2024-05-21 12:02:24,IP Address,100,463,True,2024-05-21 12:02:25,R_5H8z55hdlP40wut,anonymous,EN,0.6000000238418579,,,,,,1975,Yes,35136,White,,No,Female,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Education,,State/Provincial Government,,Monthly,20,No,No,,Yes,Always (100%),"Coosa,Dallas,Elmore,Montgomery,Tallapoosa",Yes,True,True,False,True,False,True,True,True,Bites,Field dress and consumption,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other",RHD and also parasites,
2024-05-21 12:25:22,2024-05-21 12:39:44,IP Address,100,861,True,2024-05-21 12:39:45,R_7eLAAMjlKpkcAX9,anonymous,EN,0.699999988079071,,,,,,1976,Yes,35572,White,,No,Female,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,Yes,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,,Federal Government,,Monthly,40,No,No,,Yes,Always (100%),"Lawrence,Winston",No,True,False,False,True,False,True,True,True,Bites,Bury,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Disagree,No,Other,Federal and SCWDS,Yes,"One day, in-person conference,One day, virtual conference,Other",Quarterly virtual,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,Other",Emerging and Herp Diseases,
2024-05-21 12:40:45,2024-05-21 12:56:19,IP Address,100,934,True,2024-05-21 12:56:20,R_1fe2ITJlZzQMlqR,anonymous,EN,0.8999999761581421,,,,,,1977,Yes,36272,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,>20 years,Consulting,,Private Industry,,Daily,50,No,No,,No,,"Calhoun,Cherokee,DeKalb",Yes,True,False,False,True,False,True,True,True,Bites,Ignore,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences",,Yes,"One day, virtual conference",,"Rabies,Raccoon roundworm,CWD",,
2024-05-21 13:16:02,2024-05-21 13:21:47,IP Address,100,345,True,2024-05-21 13:21:48,R_5b44fjqG5b3pc1T,anonymous,EN,0.8999999761581421,,,,,,1997,Yes,35205,White,,No,Female,"$0-20,000",Graduate or Professional School,Yes,No,Yes,<5 years,Yes,1-5 years,Research,,Academic/Research Institution,,Daily,40,Yes,Yes,Dead,Yes,Usually (>75%),Macon,Yes,True,False,False,False,False,True,I don't know,True,Bites,Incinerate,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,No,"Academic Publications,Social Media,News Sources,Conferences",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,Leptospirosis,CWD,SarsCoV2",,
2024-05-21 00:05:58,2024-05-21 13:34:21,IP Address,100,48502,True,2024-05-21 13:34:22,R_7gYt1tKKjLsOHHG,anonymous,EN,0.8999999761581421,,,,,,1996,Yes,35963,White,,No,Female,"$50,001-60,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,,Nonprofit/Conservation Organization,,Monthly,30,No,No,,,,"Blount,Clay,Cullman,DeKalb,Etowah,Jackson,Jefferson,Madison,Marshall,Morgan,Randolph,Saint Clair",No,True,I don't know,False,True,False,I don't know,I don't know,True,Bites,I don't know,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Yes,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences",,Yes,"One day, in-person conference,One day, virtual conference,Year-long, once a month, virtual conference",,"Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-21 14:07:23,2024-05-21 14:16:20,IP Address,100,536,True,2024-05-21 14:16:20,R_74l1hIqg2EJQCSl,anonymous,EN,0.8999999761581421,,,,,,1993,Yes,35216,White,,Yes,Male,"$80,001-90,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Land/Wildlife Management,,Private Industry,,Monthly,70,Yes,Yes,Alive - Not Sedated,Yes,Always (100%),"Baldwin,Jackson,Winston",Yes,True,False,False,True,False,True,True,True,Bites,Place in a dumpster,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Neutral,Neutral,No,"State Wildlife Agency,Social Media,News Sources,Conferences",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,Vector borne diseases,CWD",,
2024-05-21 15:50:34,2024-05-21 16:10:08,IP Address,100,1174,True,2024-05-21 16:10:09,R_5sSeoSfekmF7uHo,anonymous,EN,0.8999999761581421,,,,,,1998,Yes,35640,White,,No,Male,"$70,001-80,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,1-5 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,80,Yes,Yes,Dead,Yes,Always (100%),"Cullman,Franklin,Lawrence,Limestone,Morgan,Winston",Yes,True,I don't know,False,True,False,I don't know,I don't know,I don't know,Bites,Ignore,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,No,State Wildlife Agency,,Yes,"One day, in-person conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,"For clarity on my experience, I am not a certified wildlife biologist. I do have a bachelor's degree in biology (focus in ecology and field biology). I am a biologist aide for the state and I collect numerous disease samples from both wild pigs and deer."
2024-05-21 16:19:34,2024-05-21 16:31:51,IP Address,100,736,True,2024-05-21 16:31:52,R_7q4eFMhWd7HhjJy,anonymous,EN,0.8999999761581421,,,,,,1975,Yes,36580,White,,No,Male,"$70,001-80,000",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,10-20 years,Administration,,State/Provincial Government,,Rarely,10,No,No,,Yes,Sometimes (25%-75%),"Baldwin,Mobile",Yes,True,False,False,True,False,I don't know,True,True,Bites,Incinerate,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Yes,"State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day, in-person conference,Year-long, once a month, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-22 09:38:14,2024-05-22 09:45:14,IP Address,100,420,True,2024-05-22 09:45:15,R_116DfQmDDJ3kHV1,anonymous,EN,0.5,,,,,,1991,Yes,35811,White,,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,5-10 years,Land/Wildlife Management,,State/Provincial Government,,Rarely,70,No,No,,Yes,Usually (>75%),"Limestone,Madison,Morgan",Yes,True,False,False,True,False,True,True,I don't know,I don't know,Field dress and consumption,Disagree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,No,State Wildlife Agency,,Unsure,"One day, virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
2024-05-22 10:32:33,2024-05-22 10:57:39,IP Address,100,1505,True,2024-05-22 10:57:40,R_5LclsanPJAA82MS,anonymous,EN,0.800000011920929,,,,,,1960,Yes,36104,White,,No,Male,"$100,001+",Graduate or Professional School,Yes,Yes,No,,Yes,>20 years,Education,,State/Provincial Government,,Rarely,30,No,No,,Yes,Usually (>75%),,Yes,True,False,False,True,False,True,I don't know,True,Bites,I don't know,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,No,"State Wildlife Agency,Academic Publications,News Sources",,Yes,"One day, in-person conference,One day, virtual conference",,"Rabies,Influenza,Leptospirosis,CWD",,
2024-05-22 10:57:40,2024-05-22 11:04:51,IP Address,100,431,True,2024-05-22 11:04:52,R_6I9HnnsrTlnJVN7,anonymous,EN,0.8999999761581421,,,,,,1997,Yes,35475,White,,No,Female,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,1-5 years,Research,,Academic/Research Institution,,Weekly,50,Yes,Yes,Alive - Not Sedated,,,"Fayette,Marion,Tuscaloosa",No,True,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Bites,I don't know,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,No,"Friends/Family,Social Media",,Yes,"One day, virtual conference",,"Rabies,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2",,"I do work in freshwater systems more, but this is still very limited information for me. "
2024-05-22 14:07:31,2024-05-22 14:17:10,IP Address,100,579,True,2024-05-22 14:17:11,R_7DNTJuLmczsOduV,anonymous,EN,0.5,,,,,,1988,Yes,36360,White,,No,Male,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Land/Wildlife Management,,State/Provincial Government,,Weekly,70,Yes,Yes,Dead,Yes,Always (100%),"Barbour,Bullock,Butler,Coffee,Covington,Dale,Elmore,Geneva,Henry,Houston,Lee,Lowndes,Macon,Marengo,Mobile,Monroe,Montgomery,Pike,Russell",Yes,True,True,False,True,False,True,True,True,Bites,Incinerate,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources,Conferences",,Yes,"One day, in-person conference",,Other,ASF,
