"START","END","PROG","DURATION","FINISHED","RECORDED","ID","QSCORE","DOB","RESIDENT","ZIPCODE","RACE","ETHNICITY","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITY","ACTIVITYfill","othACTIVITY","AFFILIATE","AFFILIATEfill","othAFFILIATE","CONTACT","FIELD","COLLECT","HANDLE","STATE","PPE","PPETIME","COUNTIES","LICENSE","PIGS","BRUCE","CWD","FLUAL","FLU","COVID","COVIDSPILL","RABIESAL","RABIES","TURKEY","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS","SOURCE","SOURCEfill","othSOURCE","INTEREST","FREEINFO","FREEINFOfill","othFREEINFO","TOPICS","TOPICSfill","othTOPICS","QSNCS","AGE","GENDERb","COUNTIEScount","FREEINFOcount","TOPICScount","SOURCEcount","PIGSp","BRUCEp","CWDp","FLUALp","FLUp","COVIDp","COVIDSPILLp","RABIESALp","RABIESp","TURKEYp","CORRECT","CORRECTmed","CORRECT50","CERTAINTY","CERTAINmed","CERTAIN50"
"5/28/2024 7:54","5/28/2024 11:11",100,11804,TRUE,"5/28/2024 11:11","R_1SkwRCLX6wCGt7y",0.899999976,1989,"Yes",36420,"White","No","Male",0,"1","1","1","1","0","1","1","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","1","0","0","0",NA,"Yes","Usually (>75%)",0,"1",1,1,1,1,1,1,0,0,1,0,"0","0","1","0","1","0","0","1","1","1","1","0","1","1","1","0","1",0,"State Wildlife Agency,News Sources,Conferences","","1",0,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","1",1,2,3,8,3,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/20/2024 16:52","5/20/2024 17:13",100,1281,TRUE,"5/20/2024 17:13","R_1YaTWw2uLsfW24x",1,1976,"Yes",35741,"White","No","Female",1,"1","1","0","0","","1","1","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","0","0",NA,"Yes","Usually (>75%)",0,"1",1,1,1,1,1,1,0,0,1,0,"0","1","1","0","1","0","0","1","1","1","1","1","1","1","1","0","1",0,"State Wildlife Agency,Academic Publications,News Sources","","1",0,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","Nongame diseases ie ranavirus SFD etc","I think it would be great as wildlife professionals, if we had better / more training on wildlife disease. I learned most of what I kNow from past field training involving the collection of blood or other tissues and with field necropsies -  typically done when working as a technician (also while working as an assistant in a veterinary office). But a lot of field work, especially involving the handling of Non-game wildlife, in my experience didn't include training on zooNoses.  ","1",0,5,3,9,3,1,1,1,1,1,1,0,1,1,1,7,1,1,9,1,1
"5/16/2024 9:32","5/29/2024 16:37",100,1148659,TRUE,"5/29/2024 16:37","R_2k6dOCZXYiJc6Ci",0.899999976,1987,"Yes",36701,"White","No","Male",0,"1","1","0","1","1","0","1","Other","Land/Wildlife Management","Veterinary Medicine","Private Industry","Private Industry","","1","0","0","0",NA,"Yes","Usually (>75%)",0,"1",1,1,1,1,1,1,0,0,1,0,"0","0","1","0","1","1","1","1","0","1","1","1","0","1","0","0","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference","",1,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2,One Health","","","1",1,1,1,7,3,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/15/2024 21:40","5/15/2024 21:50",100,591,TRUE,"5/15/2024 21:50","R_2r7q83LSdX6JMc1",0.899999976,1984,"Yes",35555,"White","No","Male",1,"1","1","0","1","0","1","1","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","1","1","0","0",NA,"Yes","Usually (>75%)",1,"1",1,1,1,1,1,1,0,0,1,0,"0","1","1","0","1","1","1","1","0","1","1","0","0","1","1","1","1",0,"Academic Publications","","1",0,"One day in-person conference","",1,"Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2","","","1",1,17,1,5,1,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/15/2024 13:17","5/15/2024 13:26",100,513,TRUE,"5/15/2024 13:26","R_2tsAJ8Pc8CX4IGV",0.899999976,1959,"Yes",35475,"White","No","Male",1,"1","1","1","0","","1","1","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","1","0","1","0",NA,"Yes","Usually (>75%)",0,"0",1,0,1,1,1,0,0,0,1,0,"0","1","0","0","0","0","1","1","0","1","0","0","0","1","1","1","1",0,"Academic Publications,Conferences","","1",0,"One day in-person conference,One day virtual conference","",0,"CWD,Other","LPDV in wild turkeys","","1",1,7,2,2,2,1,0,1,1,1,0,0,0,1,1,5,0,0,6,0,1
"5/29/2024 10:46","5/29/2024 11:07",100,1259,TRUE,"5/29/2024 11:07","R_30iTTbme947Y9K2",0.899999976,1980,"Yes",36567,"White","No","Male",1,"1","1","0","0","","1","1","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","0","0","0",NA,"Yes","Usually (>75%)",0,"1",1,1,0,1,1,0,0,0,0,1,"0","0","1","0","1","1","0","1","1","0","0","0","0","1","1","0","0",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference,Year-long once a month virtual conference","",0,"All","All","","1",1,6,2,1,3,1,1,1,1,1,0,0,0,1,1,5,0,0,7,0,1
"5/30/2024 3:44","5/30/2024 3:57",100,784,TRUE,"5/30/2024 3:57","R_5CPVgdf1cSfcoYF",0.899999976,1989,"Yes",36756,"White","No","Male",0,"1","1","0","0","","1","0","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","1","1","0","0",NA,"Yes","Usually (>75%)",0,"0",1,0,0,0,1,1,0,0,1,1,"0","1","1","1","1","0","0","1","0","0","0","0","1","1","1","1","1",1,"State Wildlife Agency,Academic Publications,News Sources,I have Not looked for health information","","1",0,"One day in-person conference,One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","1",1,2,2,8,4,1,0,1,1,1,1,1,1,1,1,5,0,0,9,1,1
"5/22/2024 10:32","5/22/2024 10:57",100,1505,TRUE,"5/22/2024 10:57","R_5LclsanPJAA82MS",0.800000012,1960,"Yes",36104,"White","No","Male",1,"1","1","1","0","","1","1","Education","Education","","State/Provincial Government","State/Provincial Government","","0","0","0","0",NA,"Yes","Usually (>75%)",0,"1",1,1,1,1,1,1,0,0,1,0,"0","1","1","0","1","1","0","1","0","0","0","0","0","0","1","1","0",0,"State Wildlife Agency,Academic Publications,News Sources","","1",0,"One day in-person conference,One day virtual conference","",0,"Rabies,Influenza,Leptospirosis,CWD","","","1",1,0,2,4,3,1,1,1,1,1,1,0,1,1,0,7,1,1,8,0,1
"5/17/2024 23:27","5/17/2024 23:31",100,236,TRUE,"5/17/2024 23:31","R_5mI4mMiEWdppFIP",1,1986,"Yes",36804,"White","No","Male",1,"1","1","0","0","","1","0","Education","Education","","Academic/Research Institution","Academic/Research Institution","","1","0","0","0",NA,"Yes","Usually (>75%)",0,"1",1,1,1,1,1,1,1,0,1,1,"0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1",1,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","","1",0,"One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","1",1,1,1,8,5,1,1,1,1,1,1,1,0,1,1,9,1,1,9,1,1
"5/28/2024 11:00","5/28/2024 11:13",100,794,TRUE,"5/28/2024 11:13","R_6pFJzSCHqDBWYeP",0.699999988,1966,"Yes",35674,"White","No","Male",1,"1","0","0","0","","0","0","Other","Other","","State/Provincial Government","State/Provincial Government","","1","1","1","0",NA,"Yes","Usually (>75%)",0,"1",1,1,1,1,1,1,0,0,1,0,"0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","1",0,"State Wildlife Agency,Academic Publications","","1",0,"Year-long once a month virtual conference","",0,"Rabies,Leptospirosis,Vector borne diseases,CWD","","","1",1,3,1,4,2,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/15/2024 11:25","5/15/2024 15:54",100,16187,TRUE,"5/15/2024 15:54","R_7JLqT2RlBR4FhS9",1,1967,"Yes",36532,"White","No","Male",1,"1","1","0","0","","1","1","Administration","Administration","","Federal Government","Federal Government","","1","0","1","0",NA,"Yes","Usually (>75%)",0,"1",1,0,0,1,0,0,0,0,1,0,"1","1","1","0","0","1","1","0","0","1","1","0","0","1","0","0","0",0,"State Wildlife Agency,Academic Publications","","1",0,"One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","1",1,8,1,8,2,1,0,1,1,0,0,1,1,1,1,3,0,0,7,0,1
"5/21/2024 8:20","5/21/2024 8:28",100,492,TRUE,"5/21/2024 8:28","R_7jTc2I9y8QiQuVX",0.899999976,1997,"Yes",36526,"White","No","Male",0,"1","1","0","0","","1","0","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","1","1","0","0",NA,"Yes","Usually (>75%)",0,"0",1,1,0,1,1,1,0,0,1,0,"0","0","1","1","1","1","0","1","0","1","1","0","1","0","1","1","1",0,"State Wildlife Agency,Academic Publications,News Sources","","1",0,"One day in-person conference","",1,"Rabies,Leptospirosis,Vector borne diseases,CWD,One Health","","","0",1,3,1,5,3,1,1,1,1,1,1,1,1,1,1,6,1,1,10,1,1
"6/4/2024 15:01","6/4/2024 15:10",100,533,TRUE,"6/4/2024 15:10","R_7KpO52tojefh6mx",1,1963,"Yes",36345,"White","No","Male",1,"1","1","0","1","0","1","1","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","1","1","1","0",NA,"Yes","Usually (>75%)",0,"1",1,1,1,1,1,1,0,0,1,1,"0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference","",0,"Influenza,Vector borne diseases,CWD,SarsCoV2","","","1",1,5,1,4,3,1,1,1,1,1,1,0,1,1,1,8,1,1,9,1,1
"5/15/2024 12:57","5/16/2024 12:55",100,86298,TRUE,"5/16/2024 12:55","R_7LONTWAVRb3079Y",1,1999,"Yes",36830,"Other","Yes","Male",0,"1","1","0","0","","1","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","1","0",NA,"Yes","Usually (>75%)",0,"1",1,1,1,0,1,1,1,1,1,0,"0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1",0,"State Wildlife Agency,Academic Publications","","1",0,"One day in-person conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","0",1,6,1,8,2,1,1,1,0,1,1,1,1,1,0,8,1,1,8,0,1
"5/16/2024 14:07","5/16/2024 14:13",100,368,TRUE,"5/16/2024 14:13","R_7WSZBSZQFPnYKdj",1,1995,"Yes",35453,"White","No","Female",0,"1","1","0","1","1","1","1","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","1","0","0",NA,"Yes","Usually (>75%)",0,"1",1,1,1,1,1,1,0,0,1,0,"1","1","1","0","1","0","1","1","0","0","0","0","1","1","0","0","1",0,"State Wildlife Agency,Academic Publications","","1",0,"One day in-person conference,One day virtual conference","",0,"Rabies,Leptospirosis,Vector borne diseases","","","0",0,2,2,3,2,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/16/2024 7:42","5/16/2024 7:44",100,109,TRUE,"5/16/2024 7:44","R_25LsR9yYzzdhavL",1,2000,"Yes",36830,"White","No","Female",0,"0","1","1","1","1","1","0","Land/Wildlife Management","Land/Wildlife Management","","Academic/Research Institution","Academic/Research Institution","","1","0","0","1","Alive - Not Sedated","No",NA,0,"0",1,0,1,0,0,1,0,0,0,0,"1","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0",0,"State Wildlife Agency","","0",0,"One day virtual conference","",0,"Leptospirosis","","","0",0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,3,0,0,6,0,1
"5/29/2024 12:21","5/29/2024 12:32",100,689,TRUE,"5/29/2024 12:32","R_3SDqXbhQK9ZApoZ",0.899999976,1987,"Yes",36022,"White","No","Male",1,"1","1","0","0","","1","1","Administration","Administration","","State/Provincial Government","State/Provincial Government","","1","0","1","1","Alive - Not Sedated","No",NA,0,"1",1,1,1,1,1,1,0,1,1,0,"0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1",1,"State Wildlife Agency,Academic Publications,News Sources,Conferences","","1",0,"One day in-person conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","1",1,11,1,8,4,1,1,1,1,1,1,0,1,1,1,8,1,1,9,1,1
"5/29/2024 14:19","5/29/2024 14:27",100,475,TRUE,"5/29/2024 14:27","R_51cGvNNDe5jEYY4",0.800000012,1984,"Yes",35226,"White","No","Female",0,"1","1","0","0","","1","1","Research","Research","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","1","0","1","1","Alive - Not Sedated","No",NA,0,"0",1,0,0,1,1,0,0,0,1,0,"0","0","0","0","1","0","0","1","0","0","0","0","1","1","1","1","1",0,"State Wildlife Agency,Academic Publications,News Sources","","1",0,"One day in-person conference","",0,"Rabies,Leptospirosis,Vector borne diseases,One Health","","","1",0,2,1,4,3,1,0,1,1,1,0,0,1,1,0,4,0,0,6,0,1
"5/21/2024 3:26","5/21/2024 3:40",100,852,TRUE,"5/21/2024 3:40","R_532MOldCQdFN7cl",0.899999976,1993,"Yes",35160,"White","No","Male",1,"1","1","0","1","1","1","1","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","1","1","Alive - Not Sedated",NA,NA,0,"1",1,0,1,1,1,1,0,0,1,1,"0","1","1","0","1","0","1","1","1","1","1","0","1","1","1","1","1",0,"State Wildlife Agency,Academic Publications","","0",0,"One day virtual conference, asynchroNous","View Recorded Conference",0,"Rabies,Other","Reptile and Amphibian Diseases","None","0",1,7,2,2,2,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"5/28/2024 16:35","5/28/2024 16:42",100,421,TRUE,"5/28/2024 16:43","R_5cpwKqkAMG1MVON",0.800000012,2002,"Yes",36830,"White","No","Female",0,"1","1","0","1","1","1","0","Education","Education","","Academic/Research Institution","Academic/Research Institution","","1","1","0","1","Alive - Not Sedated",NA,NA,0,"0",0,0,0,0,1,0,1,0,0,0,"0","0","1","0","1","1","1","1","1","0","1","0","1","1","0","0","1",0,"State Wildlife Agency,Academic Publications","","1",0,"One day in-person conference","",0,"Rabies,Leptospirosis,Raccoon roundworm,CWD","","","0",0,1,1,4,2,0,0,1,0,1,0,1,1,1,0,2,0,0,5,0,0
"5/28/2024 20:53","5/28/2024 21:04",100,666,TRUE,"5/28/2024 21:05","R_5eO09ZzdLfuoXgR",0.800000012,1971,"Yes",36109,"White","No","Female",1,"1","1","0","0","","1","1","Education","Education","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","1","0","0","1","Alive - Not Sedated","No",NA,0,"0",0,0,1,1,1,0,0,0,1,0,"0","0","0","0","1","1","1","1","0","0","1","0","1","1","0","0","0",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference,One day virtual conference","",1,"Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2","","","1",0,1,2,5,3,0,0,1,1,1,0,1,0,1,0,4,0,0,5,0,0
"5/21/2024 10:41","5/21/2024 10:47",100,350,TRUE,"5/21/2024 10:47","R_5s4SosItHmjPTlt",0.899999976,1990,"Yes",35473,"White","No","Male",1,"1","1","0","0","","1","1","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","1","0","1","Alive - Not Sedated","No",NA,1,"0",1,1,0,1,1,0,0,0,1,0,"0","1","0","0","0","1","0","1","0","0","0","0","1","1","1","1","1",0,"State Wildlife Agency,News Sources,I have Not looked for health information","","0",0,"One day virtual conference","",0,"Rabies,CWD","","","0",1,22,1,2,3,1,1,0,1,1,0,0,0,1,0,5,0,0,5,0,0
"5/20/2024 16:19","5/20/2024 16:23",100,276,TRUE,"5/20/2024 16:23","R_6FkwpmqPbAAugkf",1,1994,"Yes",36483,"White","No","Other",0,"1","1","0","0","","1","1","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","1","1","1","Alive - Not Sedated","No",NA,0,"0",1,1,1,1,1,1,1,0,1,0,"0","0","1","0","1","0","0","1","1","0","1","0","1","1","0","0","0",0,"I have Not looked for health information","","1",0,"One day virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","0",NA,2,1,8,1,1,1,1,1,1,1,1,1,1,0,8,1,1,9,1,1
"5/22/2024 10:57","5/22/2024 11:04",100,431,TRUE,"5/22/2024 11:04","R_6I9HnnsrTlnJVN7",0.899999976,1997,"Yes",35475,"White","No","Female",0,"1","1","0","0","","1","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","1","1","Alive - Not Sedated",NA,NA,0,"0",1,0,0,0,0,0,0,0,1,0,"0","1","0","0","1","0","0","1","1","0","1","0","1","1","0","0","0",0,"Friends/Family,Social Media","","1",0,"One day virtual conference","",1,"Rabies,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","","I do work in freshwater systems more, but this is still very limited information for me. ","0",0,3,1,5,2,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0
"5/21/2024 10:31","5/21/2024 10:36",100,323,TRUE,"5/21/2024 10:36","R_6NVOAbb1f3peHDh",0.699999988,1995,"Yes",35071,"White","No","Male",0,"1","1","0","0","","1","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","1","1","Alive - Not Sedated","No",NA,0,"1",1,0,0,1,1,1,1,0,1,0,"0","0","1","0","1","1","1","1","1","0","1","0","1","0","1","1","0",0,"State Wildlife Agency,I have Not looked for health information","","1",0,"One day in-person conference,One day virtual conference","",0,"Raccoon roundworm,CWD,SarsCoV2","","","0",1,1,2,3,2,1,0,0,1,1,1,1,0,1,0,6,1,1,6,0,1
"5/23/2024 15:09","5/23/2024 15:19",60,546,FALSE,"8/23/2024 15:19","R_6JPDQfIiid1j96T",0.899999976,1977,"Yes",36081,"White","No","Female",1,"1","1","0","0","","1","1","Administration","Administration","","State/Provincial Government","State/Provincial Government","","1","0","1","1","Alive - Sedated",NA,NA,1,"1",1,0,1,1,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","",NA,0,"","",0,"","","","1",0,38,0,0,0,1,1,1,1,1,1,1,1,1,0,7,1,1,9,1,1
"5/15/2024 13:02","5/15/2024 14:07",100,3905,TRUE,"5/15/2024 14:07","R_64Jh9SE3kWOi2Dn",0.899999976,1995,"Yes",36830,"Other","Yes","Female",0,"1","1","0","0","","1","1","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","0","1","1","Alive - Sedated","No",NA,0,"1",1,1,1,0,1,0,0,0,1,0,"0","1","1","0","1","0","0","1","1","1","0","0","1","1","1","1","1",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference, multiple day in person conference","two or three days in person",1,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,SarsCoV2","","","0",0,1,2,6,3,1,1,1,0,1,1,0,0,1,1,5,0,0,7,0,1
"5/30/2024 9:59","5/30/2024 10:05",100,397,TRUE,"5/30/2024 10:05","R_1fqGHH0Qy6ixjP4",0.899999976,2002,"Yes",36830,"White","No","Female",0,"1","0","0","1","1","0","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","1","1","1","1","Dead","No",NA,0,"0",0,0,0,1,1,0,1,0,0,0,"0","0","0","0","1","1","1","1","1","0","1","0","1","1","0","0","1",0,"State Wildlife Agency,Conferences","","1",0,"One day virtual conference,Year-long once a month virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","","","0",0,2,2,7,2,0,0,1,1,1,0,1,1,0,1,3,0,0,6,0,1
"7/30/2024 18:12","7/30/2024 18:20",100,488,TRUE,"7/30/2024 18:20","R_3M4ZS861ivg6v7G",1,1966,"Yes",36312,"White","No","Male",1,"1","1","1","0","","1","1","Land/Wildlife Management","Land/Wildlife Management","","Other","State/Provincial Government","Retired State of Alabama","1","1","1","1","Dead","No",NA,1,"0",1,1,1,1,1,1,0,0,1,1,"0","0","0","0","1","1","1","1","0","1","0","0","0","1","0","0","1",0,"Other","SCWDS","1",0,"Year-long once a month virtual conference","",0,"Influenza,Leptospirosis,Vector borne diseases,CWD","","","1",1,12,1,4,1,1,1,1,1,1,1,0,1,1,1,8,1,1,9,1,1
"5/21/2024 6:44","5/21/2024 6:52",100,437,TRUE,"5/21/2024 6:52","R_5PaaAST3M6W9Z1T",0.899999976,1999,"Yes",35019,"White","No","Male",0,"1","0","0","1","1","1","0","Land/Wildlife Management","Land/Wildlife Management","","Other","Academic/Research Institution","Student","1","0","1","1","Dead","No",NA,0,"1",1,1,1,1,1,1,0,0,1,1,"0","0","0","0","0","0","1","1","0","1","1","1","1","1","0","0","0",0,"State Wildlife Agency","","1",0,"Year-long once a month virtual conference","",0,"Rabies,CWD,SarsCoV2","","Alabama should focus on removing the Non-historical species such as the coyote and bring back the native red wolf.  Wolves have been proven over and over to balance the eco-system, will kill feral pigs, and studies have shown can take the weak/sick deer that reduces CWD.","0",1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,8,1,1,10,1,1
"5/30/2024 16:15","5/30/2024 16:30",100,923,TRUE,"5/30/2024 16:30","R_7000PSnJzvXdjzs",0.899999976,1975,"Yes",36092,"White","I prefer Not to answer","Female",1,"1","1","0","0","","1","1","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","1","0","1","1","Dead","No",NA,0,"1",1,1,1,1,1,1,0,0,1,1,"0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","1","0",0,"State Wildlife Agency,Academic Publications,Conferences","","1",0,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","","1",0,4,3,8,3,1,1,1,1,1,1,1,1,1,1,8,1,1,10,1,1
"6/3/2024 12:42","6/3/2024 12:52",100,576,TRUE,"6/3/2024 12:52","R_7Gj0KgmTK7Um1ax",0.899999976,2004,"Yes",36319,"White","No","Female",1,"1","0","0","0","","0","0","Land/Wildlife Management","Land/Wildlife Management","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","1","0","0","1","Dead","No",NA,0,"0",1,0,0,1,1,0,0,0,1,0,"1","1","1","0","1","0","0","1","1","0","0","0","1","1","1","0","1",0,"Academic Publications,News Sources,Other","School ","1",0,"Year-long once a month virtual conference","",0,"Rabies,Leptospirosis,Raccoon roundworm,CWD","",NA,"0",0,0,1,4,3,1,0,1,1,1,0,1,0,1,1,4,0,0,7,0,1
"5/29/2024 16:28","5/29/2024 16:34",60,380,FALSE,"8/29/2024 16:34","R_10wA8r2TPH33DH8",0.699999988,1974,"Yes",36017,"I prefer Not to answer","No","Male",1,"1","1","0","0","","1","1","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","0","0","0","0",NA,NA,NA,0,"1",1,1,1,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","",NA,0,"","",0,"","","","1",1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,7,1,1,9,1,1
"5/16/2024 19:28","5/16/2024 19:32",60,228,FALSE,"8/16/2024 19:32","R_5fZ8D7TVsLicAaK",0.699999988,1972,"Yes",36376,"White","No","Male",1,"1","0","0","0","","1","1","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","1","1","0","0",NA,NA,NA,0,"1",1,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","",NA,0,"","",0,"","","","1",1,3,0,0,0,1,1,1,1,1,0,0,1,1,1,6,1,1,8,0,1
"5/15/2024 15:39","5/15/2024 15:45",90,360,FALSE,"8/15/2024 15:45","R_8n1of4HKLRYBne9",0.899999976,1964,"Yes",36460,"White","No","Male",1,"1","1","1","1","0","1","1","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","1","1","0","0",NA,NA,NA,0,"1",1,1,1,0,1,0,0,0,1,0,"0","1","0","0","1","0","1","1","0","0","0","0","0","1","1","0",NA,0,"","",NA,0,"","",0,"","","","1",1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,5,0,0,8,0,1
"5/16/2024 16:32","5/16/2024 16:40",98,474,FALSE,"8/16/2024 16:40","R_3AFnYo06quieDky",0.899999976,1990,"Yes",35744,"White","No","Male",1,"1","0","0","0","","0","0","Research","Research","","Private Industry","Private Industry","","1","0","0","0",NA,NA,NA,0,"1",1,0,1,1,1,0,1,0,1,1,"1","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","1",0,"State Wildlife Agency,Academic Publications","","1",0,"One day virtual conference","",0,"CWD","","","0",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,7,1,1,10,1,1
"6/8/2024 8:19","6/8/2024 8:25",100,387,TRUE,"6/8/2024 8:25","R_17X3jWsXTL1iQbD",1,1999,"Yes",36830,"White","No","Male",0,"1","1","0","0","","1","0","Research","Research","","Academic/Research Institution","Academic/Research Institution","","0","0","0","0",NA,NA,NA,0,"0",1,0,1,0,1,0,0,0,0,0,"0","1","1","0","1","1","0","1","0","0","0","0","0","0","1","1","1",0,"I have Not looked for health information","","1",0,"One day in-person conference","",1,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2","","","0",1,0,1,7,1,1,0,1,0,1,0,0,0,1,0,3,0,0,4,0,0
"5/15/2024 10:57","5/15/2024 11:03",100,393,TRUE,"5/15/2024 11:03","R_1agj9jjmp2l6TRr",0.899999976,1973,"Yes",36879,"White","No","Male",1,"1","1","0","0","","1","1","Research","Research","","Academic/Research Institution","Academic/Research Institution","","0","0","0","0",NA,"No",NA,0,"0",1,1,0,0,1,1,0,0,1,0,"0","0","1","1","1","1","1","1","0","1","1","0","1","0","1","1","1",0,"Academic Publications","","1",0,"One day in-person conference","",1,"Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2,One Health","","","1",1,2,1,6,1,1,1,0,0,1,1,1,1,1,0,5,0,0,7,0,1
"5/16/2024 9:07","5/16/2024 13:36",100,16128,TRUE,"5/16/2024 13:36","R_1CJXsOiDy2gHtdc",1,1980,"Yes",35967,"White","No","Male",1,"1","1","0","0","","1","0","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","1","0","0","0",NA,"No",NA,0,"1",0,1,1,1,1,0,1,0,1,0,"0","1","1","0","1","1","1","1","1","0","1","0","0","1","1","0","0",0,"State Wildlife Agency","","1",0,"One day virtual conference","",0,"CWD","","","1",1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,6,1,1,9,1,1
