"ID","AGE.x","AGEnum","RACE.x","GENDER.x","INCOME.x","EDUCATION.x","DEGREE.x","TWS.x","COURSE.x","SELFTITLE.x","LICENSE.x","COURSETIME.x","BIOTIME.x","KNOWcorrect","KNOWcertain","KNOWcorrmed","KNOWcorravg","KNOWcertmed","KNOWcertavg","CWDAL.x","BATS.x","PPEREQ.x","EHD.x","DARWIN.x","POPRED.x","POPPLAN.x","SURVEY.x","VACCINE.x","PREVAL.x","DIVERSE.x","CONSEQ.x","CLIMATE.x","EDREQ.x","INFO.x","HANDSON.x","attCONCERN","attMGMT","attEDU","ATTconcern","ATTmanage","ATTeducate","SDATE.x","STIME.x","EDATE.x","ETIME.x","PROG.x","DURATION.x","FINISHED.x","RECDATE.x","RECTIME.x","QSCORE.x","DOB.x","RESIDENT.x","ZIPCODE.x","RACE.y","ETHNICITY.x","GENDER.y","INCOME.y","EDUCATION.y","DEGREE.y","TWS.y","COURSE.y","COURSETIME.y","SELFTITLE.y","BIOTIME.y","ACTIVITY.x","ACTIVITYfill.x","othACTIVITY.x","AFFILIATE.x","AFFILIATEfill.x","othAFFILIATE.x","CONTACT.x","FIELD.x","COLLECT.x","HANDLE.x","STATE.x","PPE.x","PPETIME.x","COUNTIES.x","LICENSE.y","PIGS.x","BRUCE.x","CWD.x","FLUAL.x","FLU.x","COVID.x","COVIDSPILL.x","RABIESAL.x","RABIES.x","TURKEY.x","CWDAL.y","BATS.y","PPEREQ.y","EHD.y","DARWIN.y","POPRED.y","POPPLAN.y","SURVEY.y","VACCINE.y","PREVAL.y","DIVERSE.y","CONSEQ.y","CLIMATE.y","EDREQ.y","INFO.y","HANDSON.y","ACCESS.x","SOURCE.x","SOURCEfill.x","othSOURCE.x","INTEREST.x","FREEINFO.x","FREEINFOfill.x","othFREEINFO.x","TOPICS.x","TOPICSfill.x","othTOPICS.x","QSNCS.x","AGE.y","AGEbin.x","LOCATION.x","nSOURCE","nCOUNTIES","noSOURCE","PRACscore","PRACrisk","SDATE.y","STIME.y","EDATE.y","ETIME.y","PROG.y","DURATION.y","FINISHED.y","RECDATE.y","RECTIME.y","QSCORE.y","DOB.y","RESIDENT.y","ZIPCODE.y","RACE","ETHNICITY.y","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITY.y","ACTIVITYfill.y","othACTIVITY.y","AFFILIATE.y","AFFILIATEfill.y","othAFFILIATE.y","CONTACT.y","FIELD.y","COLLECT.y","HANDLE.y","STATE.y","PPE.y","PPETIME.y","COUNTIES.y","LICENSE","PIGS.y","BRUCE.y","CWD.y","FLUAL.y","FLU.y","COVID.y","COVIDSPILL.y","RABIESAL.y","RABIES.y","TURKEY.y","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS.y","SOURCE.y","SOURCEfill.y","othSOURCE.y","INTEREST.y","FREEINFO.y","FREEINFOfill.y","othFREEINFO.y","TOPICS.y","TOPICSfill.y","othTOPICS.y","QSNCS.y","AGE","AGEbin.y","LOCATION.y","nFREEINFO","nTOPICS"
"R_72C5VfcbQdEmLp7",0,30,1,1,0,1,1,0,0,1,1,NA,0,8,10,1,1,1,1,"Neutral","Agree","Disagree","Disagree","Disagree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Agree",3,3,1,1,0,0,"5/24/2024","7:48:00 AM","5/24/2024","7:59:00 AM",100,651,1,"5/24/2024","7:59:00 AM",1,1994,"Yes","36330","White","No","Male","$80,001-90,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","1-5 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","",1,1,1,1,1,0,"Always (100%)",1,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Bites","Incinerate","Neutral","Agree","Disagree","Disagree","Disagree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Agree","Yes",1,"State Wildlife Agency,Academic Publications,News Sources,Conferences","","Yes","Year-long once a month virtual conference","Year-long once a month virtual conference","","Rabies,Influenza,CWD","Rabies,Influenza,CWD","","",30,"30–39","Coffee County",4,3,1,5,1,"5/24/2024","7:48:00 AM","5/24/2024","7:59:00 AM",100,651,1,"5/24/2024","7:59:00 AM",1,1994,"Yes","36330","White","No","Male","$80,001-90,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","1-5 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Monthly",60,"Yes","Yes","Dead","Yes","Always (100%)","Coffee,Covington,Geneva","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Bites","Incinerate","Neutral","Agree","Disagree","Disagree","Disagree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Agree","Yes","State Wildlife Agency,Academic Publications,News Sources,Conferences","State Wildlife Agency,Academic Publications,News Sources,Conferences","",1,"Year-long once a month virtual conference","Year-long once a month virtual conference","","Rabies,Influenza,CWD","Rabies,Influenza,CWD","","",30,"30–39","Coffee County",1,3
"R_74l1hIqg2EJQCSl",0,31,1,1,0,1,1,0,0,1,1,NA,0,7,10,1,1,1,1,"Disagree","Neutral","Disagree","Neutral","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Neutral","Neutral",3,4,1,1,1,0,"5/21/2024","2:07:00 AM","5/21/2024","2:16:00 AM",100,536,1,"5/21/2024","2:16:00 AM",0.899999976,1993,"Yes","35216","White","Yes","Male","$80,001-90,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","1-5 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","",1,1,1,1,0,0,"Always (100%)",1,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Place in a dumpster","Strongly Disagree","Neutral","Disagree","Neutral","Strongly Disagree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Agree","Agree","Neutral","Neutral","No",1,"State Wildlife Agency,Social Media,News Sources,Conferences","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD","","",31,"30–39","Jefferson County",4,3,1,5,1,"5/21/2024","2:07:00 AM","5/21/2024","2:16:00 AM",100,536,1,"5/21/2024","2:16:00 AM",0.899999976,1993,"Yes","35216","White","Yes","Male","$80,001-90,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","1-5 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Monthly",70,"Yes","Yes","Alive - Not Sedated","Yes","Always (100%)","Baldwin,Jackson,Winston","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Place in a dumpster","Strongly Disagree","Neutral","Disagree","Neutral","Strongly Disagree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Agree","Agree","Neutral","Neutral","No","State Wildlife Agency,Social Media,News Sources,Conferences","State Wildlife Agency,Social Media,News Sources,Conferences","",1,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD","","",31,"30–39","Jefferson County",2,4
"R_75qNfeFvrm9B1PX",0,33,1,0,0,1,1,0,1,1,0,0,0,8,10,1,1,1,1,"Agree","Agree","Agree","Disagree","Disagree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree",6,4,3,1,1,1,"5/17/2024","8:35:00 AM","5/17/2024","8:53:00 AM",100,1124,1,"5/17/2024","8:53:00 AM",0.899999976,1991,"Yes","36526","White","No","Female","$100,001+","Graduate or Professional School","Yes","No","Yes",">10 years","Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","",1,0,0,0,NA,0,"Always (100%)",1,"No","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Incinerate","Agree","Agree","Agree","Disagree","Disagree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Yes",0,"State Wildlife Agency","","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",33,"30–39","Baldwin County",1,8,1,2,0,"5/17/2024","8:35:00 AM","5/17/2024","8:53:00 AM",100,1124,1,"5/17/2024","8:53:00 AM",0.899999976,1991,"Yes","36526","White","No","Female","$100,001+","Graduate or Professional School","Yes","No","Yes",">10 years","Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Weekly",30,"No","No","","Yes","Always (100%)","Baldwin,Bibb,Choctaw,Cullman,Franklin,Lawrence,Mobile,Washington","No","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Incinerate","Agree","Agree","Agree","Disagree","Disagree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Yes","State Wildlife Agency","State Wildlife Agency","",1,"One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",33,"30–39","Baldwin County",1,8
"R_796lIRK8ECFLHXP",0,34,1,1,0,1,1,1,1,1,1,1,0,9,10,1,1,1,1,"Disagree","Neutral","Agree","Disagree","Disagree","Agree","Disagree","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Agree",1,3,1,0,0,0,"5/15/2024","11:41:00 AM","5/15/2024","11:49:00 AM",100,494,1,"5/15/2024","11:49:00 AM",0.899999976,1990,"Yes","36874","White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","Yes","Yes","5-10 years","Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","",1,0,1,1,1,0,"Always (100%)",1,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","Bites","Incinerate","Disagree","Neutral","Agree","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Strongly Agree","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Agree","Yes",1,"State Wildlife Agency,Academic Publications,Conferences,Other","Professional Connections","Yes","One day in-person conference","One day in-person conference","","CWD,SarsCoV2,One Health","CWD,SarsCoV2,One Health","","",34,"30–39","Lee County",4,13,1,4,1,"5/15/2024","11:41:00 AM","5/15/2024","11:49:00 AM",100,494,1,"5/15/2024","11:49:00 AM",0.899999976,1990,"Yes","36874","White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","Yes","Yes","5-10 years","Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Weekly",20,"Yes","Yes","Dead","Yes","Always (100%)","Baldwin,Barbour,Bullock,Chambers,Cullman,Dale,Jefferson,Lee,Macon,Mobile,Montgomery,Russell,Tallapoosa","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","Bites","Incinerate","Disagree","Neutral","Agree","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Strongly Agree","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences,Other","State Wildlife Agency,Academic Publications,Conferences,Other","Professional Connections",1,"One day in-person conference","One day in-person conference","","CWD,SarsCoV2,One Health","CWD,SarsCoV2,One Health","","",34,"30–39","Lee County",1,3
"R_7DNTJuLmczsOduV",1,36,1,1,0,1,1,0,1,1,1,0,1,7,10,1,1,1,1,"Disagree","Agree","Neutral","Disagree","Disagree","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Disagree","Agree","Neutral","Agree",4,3,1,1,0,0,"5/22/2024","2:07:00 AM","5/22/2024","2:17:00 AM",100,579,1,"5/22/2024","2:17:00 AM",0.5,1988,"Yes","36360","White","No","Male","$90,001-100,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","",1,1,1,1,1,0,"Always (100%)",1,"Yes","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Incinerate","Strongly Disagree","Agree","Neutral","Disagree","Disagree","Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Strongly Disagree","Strongly Agree","Neutral","Agree","Yes",1,"State Wildlife Agency,Academic Publications,News Sources,Conferences","","Yes","One day in-person conference","One day in-person conference","","Other","Other","ASF","",36,"30–39","Dale County",4,19,1,5,1,"5/22/2024","2:07:00 AM","5/22/2024","2:17:00 AM",100,579,1,"5/22/2024","2:17:00 AM",0.5,1988,"Yes","36360","White","No","Male","$90,001-100,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","State/Provincial Government","State/Provincial Government","","Weekly",70,"Yes","Yes","Dead","Yes","Always (100%)","Barbour,Bullock,Butler,Coffee,Covington,Dale,Elmore,Geneva,Henry,Houston,Lee,Lowndes,Macon,Marengo,Mobile,Monroe,Montgomery,Pike,Russell","Yes","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Incinerate","Strongly Disagree","Agree","Neutral","Disagree","Disagree","Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Strongly Disagree","Strongly Agree","Neutral","Agree","Yes","State Wildlife Agency,Academic Publications,News Sources,Conferences","State Wildlife Agency,Academic Publications,News Sources,Conferences","",1,"One day in-person conference","One day in-person conference","","Other","Other","ASF","",36,"30–39","Dale County",1,1
"R_7Gj0KgmTK7Um1ax",0,20,1,0,0,0,0,0,0,0,0,NA,0,4,7,0,0,0,0,"Agree","Agree","Agree","Neutral","Disagree","Neutral","Agree","Agree","Agree","Disagree","Neutral","Disagree","Agree","Agree","Agree","Disagree",3,5,3,1,1,1,"6/3/2024","12:42:00 PM","6/3/2024","12:52:00 PM",100,576,1,"6/3/2024","12:52:00 PM",0.899999976,2004,"Yes","36319","White","No","Female","$90,001-100,000","Some College/AA or AS (2-year degree)","No","No","No","","No","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","",1,0,0,1,1,1,"",0,"No","TRUE","I don't kNow","TRUE","TRUE","FALSE","I don't kNow","TRUE","I don't kNow","Bites","Bury","Agree","Agree","Agree","Neutral","Disagree","Neutral","Agree","Agree","Agree","Disagree","Neutral","Disagree","Strongly Agree","Strongly Agree","Agree","Disagree","Yes",1,"Academic Publications,News Sources,Other","School ","Yes","Year-long once a month virtual conference","Year-long once a month virtual conference","","Rabies,Leptospirosis,Raccoon roundworm,CWD","Rabies,Leptospirosis,Raccoon roundworm,CWD","",NA,20,"20–29","Houston County",3,1,1,3,1,"6/3/2024","12:42:00 PM","6/3/2024","12:52:00 PM",100,576,1,"6/3/2024","12:52:00 PM",0.899999976,2004,"Yes","36319","White","No","Female","$90,001-100,000","Some College/AA or AS (2-year degree)","No","No","No","","No","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","Monthly",30,"No","Yes","Dead","No","","","No","TRUE","I don't kNow","TRUE","TRUE","FALSE","I don't kNow","TRUE","I don't kNow","Bites","Bury","Agree","Agree","Agree","Neutral","Disagree","Neutral","Agree","Agree","Agree","Disagree","Neutral","Disagree","Strongly Agree","Strongly Agree","Agree","Disagree","Yes","Academic Publications,News Sources,Other","Academic Publications,News Sources,Other","School ",1,"Year-long once a month virtual conference","Year-long once a month virtual conference","","Rabies,Leptospirosis,Raccoon roundworm,CWD","Rabies,Leptospirosis,Raccoon roundworm,CWD","",NA,20,"20–29","Houston County",1,4
"R_7JLqT2RlBR4FhS9",1,57,1,1,0,1,1,0,0,1,1,NA,1,3,7,0,0,0,0,"Agree","Agree","Agree","Neutral","Neutral","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Neutral","Disagree","Agree","Disagree","Disagree",4,2,2,1,0,1,"5/15/2024","11:25:00 AM","5/15/2024","3:54:00 AM",100,16187,1,"5/15/2024","3:54:00 AM",1,1967,"Yes","36532","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No","","Yes",">20 years","Administration","Administration","","Federal Government","Federal Government","",1,0,1,0,NA,0,"Usually (>75%)",1,"Yes","TRUE","I don't kNow","TRUE","TRUE","I don't kNow","I don't kNow","TRUE","TRUE","Bites","Bury","Agree","Agree","Agree","Neutral","Neutral","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Neutral","Disagree","Strongly Agree","Disagree","Disagree","No",0,"State Wildlife Agency,Academic Publications","","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",57,"50–59","Baldwin County",2,8,1,3,1,"5/15/2024","11:25:00 AM","5/15/2024","3:54:00 AM",100,16187,1,"5/15/2024","3:54:00 AM",1,1967,"Yes","36532","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No","","Yes",">20 years","Administration","Administration","","Federal Government","Federal Government","","Daily",20,"Yes","No","","Yes","Usually (>75%)","Baldwin,Bibb,Cleburne,Conecuh,Escambia,Jackson,Lauderdale,Limestone","Yes","TRUE","I don't kNow","TRUE","TRUE","I don't kNow","I don't kNow","TRUE","TRUE","Bites","Bury","Agree","Agree","Agree","Neutral","Neutral","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Neutral","Disagree","Strongly Agree","Disagree","Disagree","No","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","",1,"One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",57,"50–59","Baldwin County",1,8
"R_7KpO52tojefh6mx",1,61,1,1,0,1,1,0,1,1,1,0,1,8,9,1,1,0,1,"Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Disagree","Agree","Agree","Agree",3,4,2,1,1,1,"6/4/2024","3:01:00 AM","6/4/2024","3:10:00 AM",100,533,1,"6/4/2024","3:10:00 AM",1,1963,"Yes","36345","White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","No","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","",1,1,1,0,NA,0,"Usually (>75%)",1,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","I don't kNow","TRUE","Bites","Incinerate","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Yes",1,"State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference","One day in-person conference","","Influenza,Vector borne diseases,CWD,SarsCoV2","Influenza,Vector borne diseases,CWD,SarsCoV2","","",61,"60+","Henry County",3,5,1,4,1,"6/4/2024","3:01:00 AM","6/4/2024","3:10:00 AM",100,533,1,"6/4/2024","3:10:00 AM",1,1963,"Yes","36345","White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","No","Yes",">10 years","Yes","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Daily",100,"Yes","No","","Yes","Usually (>75%)","Barbour,Coffee,Dale,Henry,Houston","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","I don't kNow","TRUE","Bites","Incinerate","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","",1,"One day in-person conference","One day in-person conference","","Influenza,Vector borne diseases,CWD,SarsCoV2","Influenza,Vector borne diseases,CWD,SarsCoV2","","",61,"60+","Henry County",1,4
"R_7LONTWAVRb3079Y",0,25,0,1,0,1,1,0,0,1,1,NA,0,8,8,1,1,0,0,"Disagree","Neutral","Disagree","Agree","Disagree","Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",5,3,2,1,0,1,"5/15/2024","12:57:00 PM","5/16/2024","12:55:00 PM",100,86298,1,"5/16/2024","12:55:00 PM",1,1999,"Yes","36830","Other","Yes","Male","$0-20,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","1-5 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","",1,1,1,0,NA,0,"Usually (>75%)",1,"Yes","TRUE","FALSE","FALSE","I don't kNow","FALSE","TRUE","FALSE","FALSE","Bites","I don't kNow","Disagree","Neutral","Strongly Disagree","Agree","Strongly Disagree","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Yes",0,"State Wildlife Agency,Academic Publications","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",25,"20–29","Lee County",2,6,1,4,1,"5/15/2024","12:57:00 PM","5/16/2024","12:55:00 PM",100,86298,1,"5/16/2024","12:55:00 PM",1,1999,"Yes","36830","Other","Yes","Male","$0-20,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes","1-5 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Weekly",50,"Yes","No","","Yes","Usually (>75%)","Bullock,Dale,Geneva,Henry,Lee,Russell","Yes","TRUE","FALSE","FALSE","I don't kNow","FALSE","TRUE","FALSE","FALSE","Bites","I don't kNow","Disagree","Neutral","Strongly Disagree","Agree","Strongly Disagree","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Yes","State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications","",1,"One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",25,"20–29","Lee County",1,8
"R_7MceahzsVWwx0l8",1,57,1,1,0,1,1,1,1,1,1,1,1,7,10,1,1,1,1,"Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Neutral","Agree","Neutral","Disagree","Disagree","Agree","Agree","Agree",1,3,2,0,0,1,"5/19/2024","8:10:00 AM","5/19/2024","8:22:00 AM",100,764,1,"5/19/2024","8:22:00 AM",0.899999976,1967,"Yes","35476","White","No","Male","$100,001+","Graduate or Professional School","Yes","Yes","Yes","5-10 years","Yes",">20 years","Consulting","Consulting","","Other","Private Industry","Consultant",1,1,1,1,1,0,"Usually (>75%)",1,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Place in a dumpster","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Strongly Agree","Neutral","Agree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Agree","No",0,"Academic Publications","","Yes","One day in-person conference","One day in-person conference","","Leptospirosis,Vector borne diseases,CWD","Leptospirosis,Vector borne diseases,CWD","","Need to proofread your next survey.  Chocwtaw, Green, Sumpter?",57,"50–59","Tuscaloosa County",1,12,1,5,1,"5/19/2024","8:10:00 AM","5/19/2024","8:22:00 AM",100,764,1,"5/19/2024","8:22:00 AM",0.899999976,1967,"Yes","35476","White","No","Male","$100,001+","Graduate or Professional School","Yes","Yes","Yes","5-10 years","Yes",">20 years","Consulting","Consulting","","Other","Private Industry","Consultant","Weekly",50,"Yes","Yes","Dead","Yes","Usually (>75%)","Bibb,Colbert,Dallas,Fayette,Greene,Hale,Lauderdale,Marengo,Pickens,Sumter,Tuscaloosa,Walker","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Bites","Place in a dumpster","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Strongly Agree","Neutral","Agree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Agree","No","Academic Publications","Academic Publications","",1,"One day in-person conference","One day in-person conference","","Leptospirosis,Vector borne diseases,CWD","Leptospirosis,Vector borne diseases,CWD","","Need to proofread your next survey.  Chocwtaw, Green, Sumpter?",57,"50–59","Tuscaloosa County",1,3
"R_7QrdwJcIgsVbD38",0,26,1,1,0,1,1,0,1,1,1,1,0,8,9,1,1,0,1,"Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Disagree",2,4,3,0,1,1,"5/17/2024","7:06:00 AM","5/17/2024","7:14:00 AM",100,482,1,"5/17/2024","7:14:00 AM",0.699999988,1998,"Yes","36832","White","No","Male","$0-20,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes","<5 years","Yes","1-5 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","",1,1,1,1,1,0,"Always (100%)",0,"Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","I don't kNow","Bites","Incinerate","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Disagree","No",0,"Academic Publications,Conferences","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD","","",26,"20–29","Lee County",2,2,1,4,1,"5/17/2024","7:06:00 AM","5/17/2024","7:14:00 AM",100,482,1,"5/17/2024","7:14:00 AM",0.699999988,1998,"Yes","36832","White","No","Male","$0-20,000","College Graduate/BA or BS (4-year degree)","Yes","No","Yes","<5 years","Yes","1-5 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Monthly",50,"Yes","Yes","Dead","Yes","Always (100%)","Hale,Lee","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","I don't kNow","Bites","Incinerate","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Disagree","No","Academic Publications,Conferences","Academic Publications,Conferences","",1,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD","","",26,"20–29","Lee County",2,4
