sdate,stime,edate,etime,prog,duration,finished,emonth,id,qscore,dob,resident,zipcode,race,ethnicity,gender,income,education,degree,tws,course,coursetime,selftitle,biotime,activity,activit_yfill,oth_activity,affiliate,affiliat_efill,oth_affiliate,contact,field,collect,handle,state,ppe,ppetime,counties,license,pigs,bruce,cwd,flual,flu,covid,covidspill,rabiesal,rabies,turkey,cwdal,bats,ppereq,ehd,darwin,popred,popplan,survey,vaccine,preval,diverse,conseq,climate,edreq,info,handson,access,source,sourc_efill,oth_source,interest,freeinfo,freeinf_ofill,oth_freeinfo,topics,topic_sfill,oth_topics,qsncs,age,age_bin,race_bin,gender_bin,income_bin,education_bin,degree_bin,tws_bin,pigscorr,brucecorr,cwdcorr,flualcorr,flucorr,covidcorr,covidspillcorr,rabiesalcorr,rabiescorr,turkeycorr,pigscert,brucecert,cwdcert,flualcert,flucert,covidcert,covidspillcert,rabiesalcert,rabiescert,turkeycert,cwdal_num,bats_num,ppereq_num,ehd_num,darwin_num,popred_num,popplan_num,survey_num,vaccine_num,preval_num,diverse_num,conseq_num,climate_num,popred_rev,popplan_rev,darwin_rev,ehd_rev,cwdal_rev,bats_rev,ppereq_rev,survey_rev,vaccine_rev,preval_rev,diverse_rev,conseq_rev,climate_rev,cwdal_cat,bats_cat,ppereq_cat,ehd_cat,darwin_cat,popred_cat,popplan_cat,survey_cat,vaccine_cat,preval_cat,diverse_cat,conseq_cat,climate_cat,contact_bin,field_bin,collect_bin,state_bin,ppe_bin,practice_score,edreq_num,info_num,handson_num,interest_score
5/15/2024,4:08:00 AM,5/15/2024,4:17:00 AM,100,552,TRUE,5,R_1mQeank6q7nDkCB,0.899999976,1957,Yes,35603,I prefer Not to answer,I prefer Not to answer,Male,"$100,001+",Graduate or Professional School,Yes,Yes,No,,Yes,>20 years,Administration,Administration,,Federal Government,Federal Government,,Rarely,10,No,No,,,,,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,I don't know,I don't know,TRUE,Bites,Incinerate,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Yes,Other,Other,Wildlife Health Lab,Yes,One day virtual conference,One day virtual conference,,CWD,CWD,,,67,1,NA,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,2,2,4,2,2,4,3,5,4,4,4,3,1,2,3,4,4,2,2,4,5,4,4,4,3,1,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Unfavorable,Neutral,Favorable,Favorable,Favorable,Favorable,Neutral,Unfavorable,1,1,0,NA,NA,NA,3,4,4,3.6666666666666665
5/21/2024,7:54:00 AM,5/21/2024,8:00:00 AM,100,338,TRUE,5,R_1pYHg9uqiVeKFKb,0.899999976,1987,Yes,36693,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,10-20 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Monthly,10,No,No,,No,,Mobile,No,TRUE,I don't know,FALSE,TRUE,FALSE,I don't know,TRUE,TRUE,Bites,I don't know,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Unsure,"One day virtual conference,Year-long once a month virtual conference","One day virtual conference,Year-long once a month virtual conference",,Vector borne diseases,Vector borne diseases,,,37,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,3,1,2,3,1,1,1,5,1,2,2,1,5,5,5,5,3,3,1,2,5,1,2,2,1,5,Neutral,Unfavorable,Unfavorable,Neutral,Favorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Favorable,1,1,0,NA,0,2,3,5,4,4
8/22/2024,1:36:00 AM,8/22/2024,1:42:00 AM,100,318,TRUE,8,R_1QGzsH0rbJ35jyF,0.699999988,2003,Yes,36801,White,No,Female,"$0-20,000",Some College/AA or AS (2-year degree),No,No,Yes,<5 years,No,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Other,Other,,Never,10,No,No,,No,,Lee,No,TRUE,FALSE,TRUE,FALSE,I don't know,TRUE,TRUE,TRUE,Bites,Field dress and consumption,Neutral,Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Other,Other,,Yes,"One day virtual conference,Year-long once a month virtual conference","One day virtual conference,Year-long once a month virtual conference",,Other,Other,,,21,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,3,4,1,3,1,2,3,5,5,2,2,2,5,4,3,5,3,3,4,1,5,5,2,2,2,5,Neutral,Favorable,Unfavorable,Neutral,Favorable,Favorable,Neutral,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,Favorable,0,1,0,NA,0,1,5,5,5,5
5/15/2024,2:47:00 AM,5/15/2024,2:53:00 AM,100,333,TRUE,5,R_2GCjdqVqJNFOoJr,0.899999976,1998,Yes,35565,White,No,Male,"$50,001-60,000",College Graduate/BA or BS (4-year degree),No,No,Yes,<5 years,No,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Daily,70,No,No,,,,"Franklin,Lawrence,Marion,Walker,Winston",Yes,TRUE,I don't know,FALSE,TRUE,FALSE,TRUE,I don't know,I don't know,Bites,Place in a dumpster,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Yes,Academic Publications,Academic Publications,,No,One day virtual conference,One day virtual conference,,CWD,CWD,,,26,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,2,4,3,1,2,3,3,5,2,4,4,3,1,3,3,4,5,2,4,3,5,2,4,4,3,1,Unfavorable,Favorable,Neutral,Favorable,Favorable,Neutral,Neutral,Favorable,Unfavorable,Favorable,Favorable,Neutral,Unfavorable,1,1,0,NA,NA,NA,4,5,5,4.666666666666667
5/16/2024,9:01:00 AM,5/16/2024,9:08:00 AM,100,405,TRUE,5,R_2qgF0GjwNPxahkF,0.899999976,1991,Yes,35475,White,No,Male,"$100,001+",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Rarely,20,No,No,,,,"Greene,Hale,Marengo,Tuscaloosa",Yes,I don't know,I don't know,FALSE,I don't know,FALSE,I don't know,I don't know,TRUE,Bites,I don't know,Neutral,Agree,Strongly Agree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,No,I have Not looked for health information,I have Not looked for health information,,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Rabies,Influenza,CWD","Rabies,Influenza,CWD",,,33,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3,4,5,3,4,2,3,4,2,3,4,2,2,4,3,2,3,3,4,5,4,2,3,4,2,2,Neutral,Favorable,Favorable,Neutral,Unfavorable,Favorable,Neutral,Favorable,Unfavorable,Neutral,Favorable,Unfavorable,Unfavorable,1,1,0,NA,NA,NA,4,4,3,3.6666666666666665
5/20/2024,6:22:00 AM,5/20/2024,6:33:00 AM,100,645,TRUE,5,R_3msJFzB0Ajssny6,0.899999976,1969,Yes,35463,White,No,Male,"$40,001-50,000",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Monthly,80,Yes,No,,No,,Tuscaloosa,Yes,TRUE,I don't know,I don't know,TRUE,FALSE,I don't know,I don't know,TRUE,Bites,I don't know,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Yes,"Friends/Family,State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","Friends/Family,State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,55,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Unfavorable,1,1,1,NA,0,3,3,3,3,3
5/15/2024,10:48:00 AM,5/15/2024,11:14:00 AM,100,1550,TRUE,5,R_3OepAOjEO0mxspj,0.699999988,1981,Yes,36832,White,No,Female,"$100,001+",Graduate or Professional School,No,No,No,,Yes,5-10 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Never,0,No,No,,,,,No,I don't know,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Bites,I don't know,Agree,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Disagree,Yes,Academic Publications,Academic Publications,,Yes,One day virtual conference,One day virtual conference,,"SarsCoV2,One Health","SarsCoV2,One Health",,,43,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,4,4,4,3,1,1,1,5,3,3,3,3,5,5,5,5,3,4,4,4,5,3,3,3,3,5,Favorable,Favorable,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,Neutral,Neutral,Neutral,Neutral,Favorable,0,1,0,NA,NA,NA,4,4,2,3.3333333333333335
5/16/2024,6:30:00 AM,5/16/2024,6:44:00 AM,100,849,TRUE,5,R_3YtEcbqy7vf3JS1,0.899999976,1963,Yes,35811,White,No,Male,"$90,001-100,000",High school graduate/GED,No,No,No,,No,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Daily,40,No,No,,,,Jackson,Yes,TRUE,TRUE,FALSE,I don't know,I don't know,I don't know,I don't know,TRUE,Feces,Ignore,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,"Social Media,News Sources","Social Media,News Sources",,Yes,Other,asynchroNous,Send info by email,"Rabies,One Health","Rabies,One Health",,Over all the health of animals is important.  Providing supplements and info of what to do and Not to do to the public is very important. ,61,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,5,5,5,3,4,4,5,5,5,5,3,3,2,2,3,1,4,5,5,5,5,5,5,3,3,Favorable,Favorable,Favorable,Unfavorable,Neutral,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Neutral,Neutral,1,1,0,NA,NA,NA,5,5,5,5
5/20/2024,4:29:00 AM,5/20/2024,5:33:00 AM,100,3850,TRUE,5,R_3zi3nGdTwrt5CFP,1,1991,Yes,35404,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,Yes,>10 years,No,10-20 years,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Weekly,20,No,No,,,,"Bibb,Chilton,Fayette,Greene,Hale,Jefferson,Marengo,Perry,Pickens,Shelby,Sumter,Tuscaloosa,Walker",Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,I don't know,TRUE,Bites,Field dress and consumption,Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Yes,"State Wildlife Agency,Social Media","State Wildlife Agency,Social Media",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,CWD,SarsCoV2","Rabies,Influenza,CWD,SarsCoV2",,,33,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,2,4,4,3,1,2,3,5,3,5,5,1,1,4,3,5,3,2,4,4,5,3,5,5,1,1,Unfavorable,Favorable,Favorable,Neutral,Favorable,Favorable,Neutral,Favorable,Neutral,Favorable,Favorable,Unfavorable,Unfavorable,1,1,0,NA,NA,NA,3,4,4,3.6666666666666665
5/15/2024,1:34:00 AM,5/15/2024,1:40:00 AM,100,393,TRUE,5,R_50e26bjQvFqsB4G,0.899999976,1987,Yes,36732,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Monthly,50,No,No,,,,"Greene,Perry,Sumter",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,I don't know,TRUE,Bites,Ignore,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Yes,"State Wildlife Agency,Academic Publications,Social Media,Conferences","State Wildlife Agency,Academic Publications,Social Media,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,CWD,SarsCoV2","Rabies,Influenza,CWD,SarsCoV2",,,37,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,3,3,2,2,2,3,5,4,4,4,3,3,4,3,4,4,1,3,3,5,4,4,4,3,3,Unfavorable,Neutral,Neutral,Favorable,Favorable,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,Neutral,Neutral,1,1,0,NA,NA,NA,5,2,2,3
5/15/2024,12:17:00 PM,5/15/2024,12:21:00 PM,100,280,TRUE,5,R_52GqAPCgF06FmaI,0.800000012,1983,Yes,35613,I prefer Not to answer,I prefer Not to answer,I prefer Not to answer,"$70,001-80,000",College Graduate/BA or BS (4-year degree),No,No,No,,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Other,Other,,Daily,100,No,No,,No,,"Lauderdale,Limestone,Morgan",Yes,TRUE,I don't know,FALSE,TRUE,FALSE,I don't know,TRUE,TRUE,Bites,Incinerate,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Yes,"Friends/Family,State Wildlife Agency,Social Media,Conferences","Friends/Family,State Wildlife Agency,Social Media,Conferences",,Unsure,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD",,WAR EAGLE ,41,1,NA,NA,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,3,3,2,3,2,4,3,5,4,4,4,4,1,2,3,4,3,3,3,2,5,4,4,4,4,1,Neutral,Neutral,Unfavorable,Neutral,Favorable,Unfavorable,Neutral,Favorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,1,1,0,NA,0,2,5,4,3,4
6/4/2024,1:54:00 AM,6/4/2024,2:04:00 AM,100,629,TRUE,6,R_52KmN0YBX1nwQtZ,0.800000012,2002,Yes,36830,White,No,Female,"$0-20,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Monthly,50,No,No,,,,"Conecuh,Cullman,Lee,Madison,Washington",No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Bites,Field dress and consumption,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,CWD","Rabies,CWD",,,22,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,2,5,4,1,1,3,5,5,4,5,3,5,5,3,1,5,5,2,5,4,5,4,5,3,5,5,Unfavorable,Favorable,Favorable,Favorable,Favorable,Neutral,Unfavorable,Favorable,Favorable,Favorable,Neutral,Favorable,Favorable,1,1,0,NA,NA,NA,5,5,5,5
5/20/2024,5:37:00 AM,5/20/2024,5:47:00 AM,100,621,TRUE,5,R_5CDPLXtMzLEX5kC,0.899999976,1991,Yes,36067,I prefer Not to answer,Yes,Female,"$70,001-80,000",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,5-10 years,Research,Research,,State/Provincial Government,State/Provincial Government,,Weekly,60,Yes,No,,No,,"Autauga,Clarke",Yes,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Bites,Bury,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Disagree,No,Academic Publications,Academic Publications,,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,One Health","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,One Health",,,33,0,NA,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,2,2,3,3,1,3,3,4,3,3,4,2,4,3,3,5,3,2,2,3,4,3,3,4,2,4,Unfavorable,Unfavorable,Neutral,Neutral,Favorable,Neutral,Neutral,Favorable,Neutral,Neutral,Favorable,Unfavorable,Favorable,1,1,1,NA,0,3,4,4,2,3.3333333333333335
5/16/2024,9:22:00 AM,5/16/2024,9:36:00 AM,100,889,TRUE,5,R_5etxkBW7hsVMgux,1,1962,Yes,36027,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Monthly,20,No,No,,,,Barbour,Yes,TRUE,FALSE,FALSE,TRUE,FALSE,I don't know,FALSE,TRUE,Bites,Ignore,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Yes,Other,Other,Federal wildlife agency,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2",,,62,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,3,1,3,1,1,4,3,3,4,2,5,5,5,3,5,1,1,3,4,3,3,4,2,5,Unfavorable,Unfavorable,Neutral,Favorable,Neutral,Favorable,Favorable,Favorable,Neutral,Neutral,Favorable,Unfavorable,Favorable,1,1,0,NA,NA,NA,5,3,1,3
6/3/2024,12:06:00 PM,6/3/2024,12:10:00 PM,100,267,TRUE,6,R_5fqjXjWWQG99uaG,0.899999976,2002,Yes,36830,White,No,Male,"$0-20,000",High school graduate/GED,No,No,No,,Yes,<1 year,Other,Student,Student,Other,Academic/Research Institution,Student,Rarely,0,No,No,,,,,Yes,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Bites,I don't know,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Neutral,No,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Vector borne diseases","Rabies,Influenza,Leptospirosis,Vector borne diseases",,,22,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,2,3,3,2,3,2,2,4,4,3,3,2,4,4,4,3,4,2,3,3,4,4,3,3,2,4,Unfavorable,Neutral,Neutral,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,Neutral,Neutral,Unfavorable,Favorable,1,1,0,NA,NA,NA,4,3,3,3.3333333333333335
5/30/2024,11:08:00 AM,5/30/2024,11:22:00 AM,100,839,TRUE,5,R_5LeewLUlKLVSRUd,0.899999976,2003,Yes,36830,White,No,Female,"$30,001-40,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Education,Education,,Academic/Research Institution,Academic/Research Institution,,Never,0,No,No,,,,,No,TRUE,I don't know,TRUE,TRUE,FALSE,I don't know,TRUE,TRUE,Bites,I don't know,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Yes,"Friends/Family,State Wildlife Agency,News Sources","Friends/Family,State Wildlife Agency,News Sources",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Leptospirosis,CWD,One Health,Other","Rabies,Leptospirosis,CWD,One Health,Other",Management of disease,,21,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,3,2,4,3,3,2,3,5,4,4,4,2,4,4,3,3,3,3,2,4,5,4,4,4,2,4,Neutral,Unfavorable,Favorable,Neutral,Neutral,Favorable,Neutral,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,0,1,0,NA,NA,NA,5,4,4,4.333333333333333
5/15/2024,6:27:00 AM,5/15/2024,6:33:00 AM,100,367,TRUE,5,R_5qc0ZeUKIB5WKkh,0.899999976,1971,Yes,35503,White,No,Male,"$100,001+",Did Not graduate high school/No GED,No,No,No,,No,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Monthly,10,No,No,,,,Walker,Yes,I don't know,FALSE,FALSE,I don't know,FALSE,TRUE,I don't know,TRUE,I don't know,Field dress and consumption,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Yes,"State Wildlife Agency,Social Media","State Wildlife Agency,Social Media",,Unsure,Year-long once a month virtual conference,Year-long once a month virtual conference,,CWD,CWD,,,53,1,1,1,1,NA,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,3,2,3,3,4,2,1,5,3,4,3,3,1,4,5,2,3,3,2,3,5,3,4,3,3,1,Neutral,Unfavorable,Neutral,Neutral,Unfavorable,Favorable,Favorable,Favorable,Neutral,Favorable,Neutral,Neutral,Unfavorable,1,1,0,NA,NA,NA,5,4,3,4
6/7/2024,9:42:00 AM,6/7/2024,9:49:00 AM,100,406,TRUE,6,R_5rCHQbhZ2FJxAdA,0.899999976,2003,Yes,36832,White,No,Female,"$0-20,000",High school graduate/GED,No,No,No,,No,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Rarely,80,No,No,,,,,No,TRUE,FALSE,FALSE,I don't know,FALSE,I don't know,TRUE,TRUE,Bites,Field dress and consumption,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,No,"Friends/Family,State Wildlife Agency,Academic Publications","Friends/Family,State Wildlife Agency,Academic Publications",,Yes,"One day in-person conference,Year-long once a month virtual conference","One day in-person conference,Year-long once a month virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,21,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,3,4,4,4,2,2,4,4,4,5,5,3,5,4,2,4,2,3,4,4,4,4,5,5,3,5,Neutral,Favorable,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Neutral,Favorable,1,1,0,NA,NA,NA,5,2,4,3.6666666666666665
6/3/2024,11:05:00 AM,6/3/2024,11:14:00 AM,100,517,TRUE,6,R_5t5p9bJNozaHLbQ,1,1970,Yes,36104,I prefer Not to answer,I prefer Not to answer,I prefer Not to answer,"$70,001-80,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,>20 years,Administration,Administration,,State/Provincial Government,State/Provincial Government,,Rarely,10,No,No,,No,,,No,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Bites,Ignore,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,No,Social Media,Social Media,,Unsure,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other",fungus diseases,,54,1,NA,NA,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,2,1,5,1,2,4,2,4,4,2,2,2,2,2,4,4,5,2,1,5,4,4,2,2,2,2,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,1,1,0,NA,0,2,5,4,4,4.333333333333333
5/21/2024,9:29:00 AM,5/21/2024,9:35:00 AM,100,373,TRUE,5,R_5V3nC8DrfonrTme,0.899999976,1992,Yes,35476,White,No,Female,"$40,001-50,000",College Graduate/BA or BS (4-year degree),Yes,Yes,No,,Yes,5-10 years,Administration,Administration,,Nonprofit/Conservation Organization,Nonprofit/Conservation Organization,,Never,10,No,No,,,,Tuscaloosa,No,TRUE,I don't know,TRUE,I don't know,I don't know,I don't know,I don't know,I don't know,Bites,I don't know,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,No,"Friends/Family,State Wildlife Agency,Social Media,News Sources,Conferences","Friends/Family,State Wildlife Agency,Social Media,News Sources,Conferences",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,,32,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,1,3,3,2,3,3,4,2,2,4,3,4,3,3,4,3,3,1,3,4,2,2,4,3,4,Neutral,Unfavorable,Neutral,Neutral,Favorable,Neutral,Neutral,Favorable,Unfavorable,Unfavorable,Favorable,Neutral,Favorable,0,1,0,NA,NA,NA,5,3,4,4
