"START","END","PROG","DURATION","FINISHED","RECORDED","ID","QSCORE","DOB","RESIDENT","ZIPCODE","RACE","ETHNICITY","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITYfill","ACTIVITYfill.1","othACTIVITY","AFFILIATE","AFFILIATEfill","othAFFILIATE","CONTACT","FIELD","COLLECT","HANDLE","STATE","PPE","PPETIME","COUNTIES","LICENSE","PIGS","BRUCE","CWD","FLUAL","FLU","COVID","COVIDSPILL","RABIESAL","RABIES","TURKEY","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS","SOURCE","SOURCEfill","othSOURCE","INTEREST","FREEINFO","FREEINFOfill","othFREEINFO","TOPICS","TOPICSfill","othTOPICS","QSNCS","RACE_BIN","INCOME_BIN","GENDER_BIN","RESIDENT_BIN","AGE","AGE_BIN","SELFTITLE_BIN","ACTIVITY","LICENSE_BIN","BIOTIME_BIN","AFFILIATE_GROUP","ACTIVITY_GROUP","EDUCATION_BIN","DEGREE_BIN","TWS_BIN","COURSE_BIN","COURSETIME_BIN","COURSE_GROUP","DEMO_EDU_SCORE","DEMO_EDU_NORM","DEMO_EDU_AVG","DEMO_EDU_MED","DEMO_EXP_SCORE","DEMO_EXP_NORM","DEMO_EXP_AVG","DEMO_EXP_MED","PIGS_BINK","BRUCE_BINK","CWD_BINK","FLUAL_BINK","FLU_BINK","COVID_BINK","COVIDSPILL_BINK","RABIESAL_BINK","RABIES_BINK","TURKEY_BINK","KNOWLEDGE_SCORE","KNOWLEDGE_SCORE_NORM","KNOWLEDGE_AVG","KNOWLEDGE_MED","PIGS_BINC","BRUCE_BINC","CWD_BINC","FLUAL_BINC","FLU_BINC","COVID_BINC","COVIDSPILL_BINC","RABIESAL_BINC","RABIES_BINC","TURKEY_BINC","CONFIDENCE_SCORE","CONFIDENCE_SCORE_NORM","CONFIDENCE_AVG","CONFIDENCE_MED","POPRED_A","POPPLAN_A","SURVEY_A","VACCINE_A","PREVAL_A","DIVERSE_A","CONSEQ_A","CLIMATE_A","EDREQ_A","INFO_A","HANDSON_A","CWDAL_A","BATS_A","PPEREQ_A","EHD_A","DARWIN_A","ATT_CONTROL_SCORE","ATT_CONTROL_NORM","ATT_MISINFO_SCORE","ATT_MISINFO_NORM","ATT_CONCERN_SCORE","ATT_CONCERN_NORM","ATT_EDUCATION_SCORE","ATT_EDUCATION_NORM","ATT_REVERSE_SCORE","ATT_REVERSE_NORM","ATT_DIRECT_SCORE","ATT_DIRECT_NORM","CONTROL_AVG","CONTROL_MED","MISINFO_AVG","MISINFO_MED","CONCERN_AVG","CONCERN_MED","EDUCATION_AVG","EDUCATION_MED","REVERSE_AVG","REVERSE_MED","DIRECT_AVG","DIRECT_MED","TOPIC_COUNT","COLLECT_BIN","HANDLE_BIN","PPE_BIN","ACCESS_BIN","CONTACT_BIN","INTEREST_BIN","FIELD_BIN_MED","FIELD_BIN_50","STATE_BIN","PPETIME_BIN","FREEINFO_BIN_INPERSON","FREEINFO_BIN_VIRTUAL","FREEINFO_BIN_OTHER","TOPIC_BIN_RABIES","TOPIC_BIN_FLU","TOPIC_BIN_LEPTO","TOPIC_BIN_RR","TOPIC_BIN_VECTOR","TOPIC_BIN_CWD","TOPIC_BIN_COVID","TOPIC_BIN_ONEHEALTH","TOPIC_BIN_OTHER","TOPIC_BREADTH_BIN","SOURCE_BIN_FAMILY","SOURCE_BIN_AGENCY","SOURCE_BIN_ACADEMIC","SOURCE_BIN_SOCIAL","SOURCE_BIN_NEWS","SOURCE_BIN_CONFERENCES","SOURCE_BIN_NONE","SOURCE_BIN_OTHER","SOURCE_TRUST_COUNT","SOURCE_UNTRUST_COUNT","SOURCE_TRUST_BIN","PRACTICE_EXPOSURE_SCORE","PRACTICE_EXPOSURE_NORM","PRACTICE_AVG","PRACTICE_MED","PRACTICE_EDUCATION_SCORE","PRACTICE_EDUCATION_NORM"
"5/15/2024","5/15/2024",100,552,TRUE,"5","R_1mQeank6q7nDkCB",0.899999976,1957,"Yes",35603,"I prefer Not to answer","I prefer Not to answer","Male","$100,001+","Graduate or Professional School","Yes","Yes","No",NA,"Yes",">20 years","Administration","Administration","","Federal Government","Federal Government","","Rarely",10,"No","No","","",NA,"","Yes","TRUE","TRUE","FALSE","TRUE","FALSE","I don't know","I don't know","TRUE","Bites","Incinerate","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Neutral","Strongly Agree","Agree","Agree","Agree","Neutral","Strongly Disagree","Neutral","Agree","Agree","Yes","Other","Other","Wildlife Health Lab","Yes","One day virtual conference","One day virtual conference","","CWD","CWD","","",0,1,1,1,67,1,1,"Administration",1,1,"Government","Education/Admin",1,1,1,0,NA,"None",2,1,1,0,3,0.75,1,1,1,0,1,1,1,0,0,1,1,1,7,0.7,0,0,0,0,0,0,0,1,1,0,0,0,2,0.2,1,1,2,3,5,4,4,4,3,1,3,2,2,4,2,4,4,4,3.33333333333333,0.666666666666667,4,0.8,3.66666666666667,0.733333333333333,2.33333333333333,0.466666666666667,3,0.6,3.625,0.725,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.666666666666667
"5/21/2024","5/21/2024",100,338,TRUE,"5","R_1pYHg9uqiVeKFKb",0.899999976,1987,"Yes",36693,"White","No","Male","$100,001+","Graduate or Professional School","Yes","No","No",NA,"Yes","10-20 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Monthly",10,"No","No","","No",NA,"Mobile","No","TRUE","I don't know","FALSE","TRUE","FALSE","I don't know","TRUE","TRUE","Bites","I don't know","Neutral","Strongly Disagree","Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Strongly Agree","Neutral","Strongly Agree","Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Unsure","One day virtual conference,Year-long once a month virtual conference","One day virtual conference,Year-long once a month virtual conference","","Vector borne diseases","Vector borne diseases","","",1,1,1,1,37,1,1,"Research",0,1,"Academic","Science/Technical",1,1,0,0,NA,"None",2,1,1,0,2,0.5,1,1,1,0,1,1,1,0,1,1,1,0,7,0.7,0,0,0,1,0,0,0,1,0,0,0,1,3,0.3,1,1,5,5,5,1,2,2,1,5,3,1,2,3,1,2,3,5,3.16666666666667,0.633333333333333,3.66666666666667,0.733333333333333,1.66666666666667,0.333333333333333,2,0.4,3.42857142857143,0.685714285714286,2.125,0.425,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,2,0.666666666666667
"8/22/2024","8/22/2024",100,318,TRUE,"8","R_1QGzsH0rbJ35jyF",0.699999988,2003,"Yes",36801,"White","No","Female","$0-20,000","Some College/AA or AS (2-year degree)","No","No","Yes","<5 years","No","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Other","Other","","Never",10,"No","No","","No",NA,"Lee","No","TRUE","FALSE","TRUE","FALSE","I don't know","TRUE","TRUE","TRUE","Bites","Field dress and consumption","Neutral","Agree","Strongly Disagree","Neutral","Strongly Disagree","Disagree","Neutral","Strongly Agree","Strongly Agree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Yes","Other","Other","","Yes","One day virtual conference,Year-long once a month virtual conference","One day virtual conference,Year-long once a month virtual conference","","Other","Other","","",1,0,0,1,21,0,0,"Land/Wildlife Management",0,0,"Other","Fieldwork",0,0,0,1,1,"Recent",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,6,0.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0.1,0,0,4,3,5,5,2,2,2,5,5,1,1,3,4,1,3,5,3.66666666666667,0.733333333333333,3.66666666666667,0.733333333333333,2,0.4,2.33333333333333,0.466666666666667,2.85714285714286,0.571428571428571,3.25,0.65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.666666666666667
"5/15/2024","5/15/2024",100,333,TRUE,"5","R_2GCjdqVqJNFOoJr",0.899999976,1998,"Yes",35565,"White","No","Male","$50,001-60,000","College Graduate/BA or BS (4-year degree)","No","No","Yes","<5 years","No","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Daily",70,"No","No","","",NA,"Franklin,Lawrence,Marion,Walker,Winston","Yes","TRUE","I don't know","FALSE","TRUE","FALSE","TRUE","I don't know","I don't know","Bites","Place in a dumpster","Disagree","Agree","Neutral","Strongly Disagree","Disagree","Neutral","Neutral","Strongly Agree","Disagree","Agree","Agree","Neutral","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Yes","Academic Publications","Academic Publications","","No","One day virtual conference","One day virtual conference","","CWD","CWD","","",1,0,1,1,26,0,0,"Land/Wildlife Management",1,0,"Private","Fieldwork",1,0,0,1,1,"Recent",1,0.5,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,6,0.6,0,0,0,1,0,0,0,0,1,1,0,0,3,0.3,1,1,3,3,5,2,4,4,3,1,4,1,1,4,4,3,5,4,3.33333333333333,0.666666666666667,4.33333333333333,0.866666666666667,3.66666666666667,0.733333333333333,2,0.4,3,0.6,3.625,0.725,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,1,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0.5,0,0,2,0.666666666666667
"5/16/2024","5/16/2024",100,405,TRUE,"5","R_2qgF0GjwNPxahkF",0.899999976,1991,"Yes",35475,"White","No","Male","$100,001+","Some College/AA or AS (2-year degree)","No","No","No",NA,"No","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Rarely",20,"No","No","","",NA,"Greene,Hale,Marengo,Tuscaloosa","Yes","I don't know","I don't know","FALSE","I don't know","FALSE","I don't know","I don't know","TRUE","Bites","I don't know","Neutral","Agree","Strongly Agree","Neutral","Agree","Disagree","Neutral","Agree","Disagree","Neutral","Agree","Disagree","Disagree","Agree","Agree","Neutral","No","I have Not looked for health information","I have Not looked for health information","","Yes","Year-long once a month virtual conference","Year-long once a month virtual conference","","Rabies,Influenza,CWD","Rabies,Influenza,CWD","","",1,1,1,1,33,0,0,"Land/Wildlife Management",1,0,"Private","Fieldwork",0,0,0,0,NA,"None",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,4,0.4,0,0,1,1,0,1,0,1,1,0,0,1,6,0.6,1,1,4,3,4,2,3,4,2,2,4,2,3,3,4,5,3,2,3.66666666666667,0.733333333333333,2.66666666666667,0.533333333333333,3,0.6,3,0.6,2.85714285714286,0.571428571428571,3.5,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,NA,NA,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666666666667
"5/20/2024","5/20/2024",100,645,TRUE,"5","R_3msJFzB0Ajssny6",0.899999976,1969,"Yes",35463,"White","No","Male","$40,001-50,000","College Graduate/BA or BS (4-year degree)","Yes","Yes","No",NA,"Yes",">20 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Monthly",80,"Yes","No","","No",NA,"Tuscaloosa","Yes","TRUE","I don't know","I don't know","TRUE","FALSE","I don't know","I don't know","TRUE","Bites","I don't know","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly Disagree","Neutral","Neutral","Neutral","Yes","Friends/Family,State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","Friends/Family,State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",1,0,1,1,55,1,1,"Land/Wildlife Management",1,1,"Private","Fieldwork",1,1,1,0,NA,"None",2,1,1,0,3,0.75,1,1,1,0,0,1,1,0,0,1,1,0,5,0.5,0,0,0,1,1,0,0,1,1,0,0,1,5,0.5,1,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,0.6,3,0.6,3,0.6,3,0.6,3,0.6,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,NA,NA,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,3,3,0,2,0.5,0,0,2,0.666666666666667
"5/15/2024","5/15/2024",100,1550,TRUE,"5","R_3OepAOjEO0mxspj",0.699999988,1981,"Yes",36832,"White","No","Female","$100,001+","Graduate or Professional School","No","No","No",NA,"Yes","5-10 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Never",0,"No","No","","",NA,"","No","I don't know","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","Bites","I don't know","Agree","Agree","Agree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Agree","Agree","Disagree","Yes","Academic Publications","Academic Publications","","Yes","One day virtual conference","One day virtual conference","","SarsCoV2,One Health","SarsCoV2,One Health","","",1,1,0,1,43,1,1,"Research",0,0,"Academic","Science/Technical",1,0,0,0,NA,"None",1,0.5,0,0,1,0.25,0,0,0,1,1,1,1,1,1,0,1,0,7,0.7,0,0,1,0,0,0,0,0,0,0,0,1,2,0.2,1,1,5,5,5,3,3,3,3,5,4,2,4,2,4,4,3,5,4.33333333333333,0.866666666666667,3.33333333333333,0.666666666666667,3,0.6,3.33333333333333,0.666666666666667,3.71428571428571,0.742857142857143,3.625,0.725,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,NA,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0.666666666666667
"5/16/2024","5/16/2024",100,849,TRUE,"5","R_3YtEcbqy7vf3JS1",0.899999976,1963,"Yes",35811,"White","No","Male","$90,001-100,000","High school graduate/GED","No","No","No",NA,"No","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Daily",40,"No","No","","",NA,"Jackson","Yes","TRUE","TRUE","FALSE","I don't know","I don't know","I don't know","I don't know","TRUE","Feces","Ignore","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Yes","Social Media,News Sources","Social Media,News Sources","","Yes","Other","asynchroNous","Send info by email","Rabies,One Health","Rabies,One Health","","Over all the health of animals is important.  Providing supplements and info of what to do and Not to do to the public is very important. ",1,1,1,1,61,1,0,"Land/Wildlife Management",1,0,"Private","Fieldwork",0,0,0,0,NA,"None",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0.3,0,0,0,0,0,1,1,1,1,0,0,0,4,0.4,1,1,2,2,5,5,5,5,3,3,5,1,1,2,5,5,1,3,4,0.8,2,0.4,4.33333333333333,0.866666666666667,2.33333333333333,0.466666666666667,1.71428571428571,0.342857142857143,4.75,0.95,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,NA,0,1,1,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0.25,0,0,1,0.333333333333333
"5/20/2024","5/20/2024",100,3850,TRUE,"5","R_3zi3nGdTwrt5CFP",1,1991,"Yes",35404,"White","No","Male","$100,001+","Graduate or Professional School","Yes","No","Yes",">10 years","No","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Weekly",20,"No","No","","",NA,"Bibb,Chilton,Fayette,Greene,Hale,Jefferson,Marengo,Perry,Pickens,Shelby,Sumter,Tuscaloosa,Walker","Yes","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","I don't know","TRUE","Bites","Field dress and consumption","Disagree","Agree","Agree","Neutral","Strongly Disagree","Disagree","Neutral","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Neutral","Agree","Agree","Yes","State Wildlife Agency,Social Media","State Wildlife Agency,Social Media","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,CWD,SarsCoV2","Rabies,Influenza,CWD,SarsCoV2","","",1,1,1,1,33,0,0,"Land/Wildlife Management",1,1,"Private","Fieldwork",1,1,0,1,0,"Older",2,1,1,0,1,0.25,0,0,1,1,1,0,1,1,0,1,1,0,7,0.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0.1,0,0,4,3,5,3,5,5,1,1,3,2,2,4,4,4,3,5,3.83333333333333,0.766666666666667,4,0.8,3.66666666666667,0.733333333333333,2.33333333333333,0.466666666666667,3.28571428571429,0.657142857142857,3.75,0.75,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,NA,0,1,1,0,0,NA,NA,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0.25,1,1,3,1
"5/15/2024","5/15/2024",100,393,TRUE,"5","R_50e26bjQvFqsB4G",0.899999976,1987,"Yes",36732,"White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","No","Yes",">10 years","Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Monthly",50,"No","No","","",NA,"Greene,Perry,Sumter","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","I don't know","TRUE","Bites","Ignore","Strongly Disagree","Neutral","Neutral","Disagree","Disagree","Disagree","Neutral","Strongly Agree","Agree","Agree","Agree","Neutral","Neutral","Strongly Agree","Disagree","Disagree","Yes","State Wildlife Agency,Academic Publications,Social Media,Conferences","State Wildlife Agency,Academic Publications,Social Media,Conferences","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,CWD,SarsCoV2","Rabies,Influenza,CWD,SarsCoV2","","",1,1,1,1,37,1,1,"Land/Wildlife Management",1,0,"Private","Fieldwork",1,1,0,1,0,"Older",2,1,1,0,1,0.25,0,0,1,1,1,1,1,1,0,1,1,0,8,0.8,1,1,0,0,0,0,0,0,1,0,0,0,1,0.1,0,0,4,3,5,4,4,4,3,3,5,4,4,5,3,3,4,4,3.66666666666667,0.733333333333333,4.33333333333333,0.866666666666667,3.66666666666667,0.733333333333333,4.33333333333333,0.866666666666667,4,0.8,3.875,0.775,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,NA,0,0,1,1,1,NA,NA,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,3,1,1,1,0.25,0,0,2,0.666666666666667
"6/4/2024","6/4/2024",100,629,TRUE,"6","R_52KmN0YBX1nwQtZ",0.800000012,2002,"Yes",36830,"White","No","Female","$0-20,000","Some College/AA or AS (2-year degree)","No","No","No",NA,"No","<1 year","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Monthly",50,"No","No","","",NA,"Conecuh,Cullman,Lee,Madison,Washington","No","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Bites","Field dress and consumption","Disagree","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,CWD","Rabies,CWD","","",1,0,0,1,22,0,0,"Research",0,0,"Academic","Science/Technical",0,0,0,0,NA,"None",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,4,5,3,5,5,5,1,1,4,5,4,5,5,3.66666666666667,0.733333333333333,4.66666666666667,0.933333333333333,4.33333333333333,0.866666666666667,2.33333333333333,0.466666666666667,2.85714285714286,0.571428571428571,4.5,0.9,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,NA,0,0,1,1,1,NA,NA,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,3,0,1,1,0.25,1,1,3,1
"5/20/2024","5/20/2024",100,621,TRUE,"5","R_5CDPLXtMzLEX5kC",0.899999976,1991,"Yes",36067,"I prefer Not to answer","Yes","Female","$70,001-80,000","Graduate or Professional School","Yes","No","Yes",">10 years","Yes","5-10 years","Research","Research","","State/Provincial Government","State/Provincial Government","","Weekly",60,"Yes","No","","No",NA,"Autauga,Clarke","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","Bites","Bury","Disagree","Disagree","Neutral","Neutral","Strongly Disagree","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Disagree","Agree","Agree","Agree","Disagree","No","Academic Publications","Academic Publications","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,One Health","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,One Health","","",0,1,0,1,33,0,1,"Research",1,0,"Government","Science/Technical",1,1,0,1,0,"Older",2,1,1,0,1,0.25,0,0,1,1,1,1,1,1,0,1,1,1,9,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,2,4,4,2,4,4,2,3,3,5,3,0.6,4,0.8,3,0.6,3.33333333333333,0.666666666666667,3.42857142857143,0.685714285714286,3.125,0.625,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,NA,NA,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,3,0.75,0,0,2,0.666666666666667
"5/16/2024","5/16/2024",100,889,TRUE,"5","R_5etxkBW7hsVMgux",1,1962,"Yes",36027,"White","No","Male","$100,001+","Graduate or Professional School","Yes","No","Yes",">10 years","Yes",">20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Monthly",20,"No","No","","",NA,"Barbour","Yes","TRUE","FALSE","FALSE","TRUE","FALSE","I don't know","FALSE","TRUE","Bites","Ignore","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Agree","Neutral","Neutral","Agree","Disagree","Strongly Agree","Strongly Agree","Neutral","Strongly Disagree","Yes","Other","Other","Federal wildlife agency","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2","","",1,1,1,1,62,1,1,"Land/Wildlife Management",1,1,"Government","Fieldwork",1,1,0,1,0,"Older",2,1,1,0,2,0.5,1,1,1,1,1,1,1,0,0,1,1,0,7,0.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1,0,0,5,5,4,3,3,4,2,5,5,3,5,5,1,3,5,3,3.5,0.7,4.33333333333333,0.866666666666667,3,0.6,4.33333333333333,0.866666666666667,4.42857142857143,0.885714285714286,3.125,0.625,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,NA,0,0,1,0,0,NA,NA,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.666666666666667
"5/30/2024","5/30/2024",100,839,TRUE,"5","R_5LeewLUlKLVSRUd",0.899999976,2003,"Yes",36830,"White","No","Female","$30,001-40,000","Some College/AA or AS (2-year degree)","No","No","No",NA,"No","<1 year","Education","Education","","Academic/Research Institution","Academic/Research Institution","","Never",0,"No","No","","",NA,"","No","TRUE","I don't know","TRUE","TRUE","FALSE","I don't know","TRUE","TRUE","Bites","I don't know","Neutral","Disagree","Agree","Neutral","Neutral","Disagree","Neutral","Strongly Agree","Agree","Agree","Agree","Disagree","Agree","Strongly Agree","Agree","Agree","Yes","Friends/Family,State Wildlife Agency,News Sources","Friends/Family,State Wildlife Agency,News Sources","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Leptospirosis,CWD,One Health,Other","Rabies,Leptospirosis,CWD,One Health,Other","Management of disease","",1,0,0,1,21,0,0,"Education",0,0,"Academic","Education/Admin",0,0,0,0,NA,"None",0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,6,0.6,0,0,0,1,0,0,0,1,0,0,0,1,3,0.3,1,1,4,3,5,4,4,4,2,4,5,2,2,3,2,4,3,3,3.66666666666667,0.733333333333333,3,0.6,3.33333333333333,0.666666666666667,3,0.6,2.85714285714286,0.571428571428571,3.75,0.75,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,NA,0,0,1,0,0,NA,NA,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,1,3,1
"5/15/2024","5/15/2024",100,367,TRUE,"5","R_5qc0ZeUKIB5WKkh",0.899999976,1971,"Yes",35503,"White","No","Male","$100,001+",NA,"No","No","No",NA,"No","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Monthly",10,"No","No","","",NA,"Walker","Yes","I don't know","FALSE","FALSE","I don't know","FALSE","TRUE","I don't know","TRUE","I don't know","Field dress and consumption","Neutral","Disagree","Neutral","Neutral","Agree","Disagree","Strongly Disagree","Strongly Agree","Neutral","Agree","Neutral","Neutral","Strongly Disagree","Strongly Agree","Agree","Neutral","Yes","State Wildlife Agency,Social Media","State Wildlife Agency,Social Media","","Unsure","Year-long once a month virtual conference","Year-long once a month virtual conference","","CWD","CWD","","",1,1,1,1,53,1,0,"Land/Wildlife Management",1,0,"Private","Fieldwork",NA,0,0,0,NA,"None",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,5,0.5,0,0,1,0,0,1,0,0,1,0,1,0,4,0.4,1,1,4,5,5,3,4,3,3,1,5,2,3,3,2,3,3,2,3.66666666666667,0.733333333333333,2.66666666666667,0.533333333333333,3.33333333333333,0.666666666666667,3.33333333333333,0.666666666666667,3.14285714285714,0.628571428571429,3.5,0.7,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0.666666666666667
