"SDATE","STIME","EDATE","ETIME","PROG","DURATION","FINISHED","RECDATE","RECTIME","ID","QSCORE","DOB","RESIDENT","ZIPCODE","RACE","ETHNICITY","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITY","ACTIVITYfill","othACTIVITY","AFFILIATE","AFFILIATEfill","othAFFILIATE","CONTACT","FIELD","COLLECT","HANDLE","STATE","PPE","PPETIME","COUNTIES","LICENSE","PIGS","BRUCE","CWD","FLUAL","FLU","COVID","COVIDSPILL","RABIESAL","RABIES","TURKEY","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS","SOURCE","SOURCEfill","othSOURCE","INTEREST","FREEINFO","FREEINFOfill","othFREEINFO","TOPICS","TOPICSfill","othTOPICS","QSNCS","DURATIONmin","AGEnum","AGE","AGEint","LOCATION","AGEbin","RACEbin","GENDERbin","INCOMEbin","EDUCATIONbin","DEGREEbin","TWSbin","COURSEbin","SELFTITLEbin","LICENSEbin","COURSETIMEbin","BIOTIMEbin","PIGScorr","PIGScert","BRUCEcorr","BRUCEcert","CWDcorr","CWDcert","FLUALcorr","FLUALcert","FLUcorr","FLUcert","COVIDcorr","COVIDcert","COVIDSPILLcorr","COVIDSPILLcert","RABIESALcorr","RABIESALcert","RABIEScorr","RABIEScert","TURKEYcorr","TURKEYcert","CORRECTnum","CERTAINnum","CORRECTmed","CORRECTavg","CERTAINmed","CERTAINavg","CWDALatt","BATSatt","PPEREQatt","EHDatt","POPPLANatt","SURVEYatt","VACCINEatt","PREVALatt","DIVERSEatt","CONSEQatt","CLIMATEatt","EDREQatt","INFOatt","DARWINatt","POPREDatt","HANDSONatt","CWDALattnum","BATSattnum","PPEREQattnum","EHDattnum","POPPLANattnum","SURVEYattnum","VACCINEattnum","PREVALattnum","DIVERSEattnum","CONSEQattnum","CLIMATEattnum","EDREQattnum","INFOattnum","DARWINattnum","POPREDattnum","HANDSONattnum","ATTITUDEnum","ATTITUDEbin","FAVnum","NEUTRALnum","UNFAVnum","FAVbin","NEUTRALbin","UNFAVbin","nCOUNTIES","nCOUNTIESbin","COLLECTbin","HANDLEbin","PPEbin","FIELDbin","STATEbin","CONTACTbin","COUNTIESbin","PRACnum","PRACbin","nSOURCE","nFREEINFO","EDREQedu","INFOedu","HANDSONedu","EDREQedunum","HANDSONedunum","INFOedunum","nTOPICS","FREEINFOedu","TOPICSedu","SOURCEedu","ACCESSedu","INTERESTedu","INFOnum","INFObin"
"5/15/2024","2:47:00 AM","5/15/2024","2:53:00 AM",100,333,TRUE,"5/15/2024","2:53:00 AM","R_2GCjdqVqJNFOoJr",0.899999976,1998,"Yes","35565","White","No","Male","$50,001-60,000","College Graduate/BA or BS (4-year degree)","No","No","Yes","<5 years","No","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Daily",70,"No","No","","","","Franklin,Lawrence,Marion,Walker,Winston","Yes","true","i don't know","false","true","false","true","i don't know","i don't know","bites","place in a dumpster","Disagree","Agree","Neutral","Strongly Disagree","Disagree","Neutral","Neutral","Strongly Agree","Disagree","Agree","Agree","Neutral","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Yes","Academic Publications","Academic Publications","","No","One day virtual conference","One day virtual conference","","CWD","CWD","","",5.55,26,26,"20–29","Winston County",0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,6,10,0,0,0,0,"Unfavorable","Favorable","Neutral","Unfavorable","Neutral","Favorable","Unfavorable","Favorable","Favorable","Neutral","Unfavorable","Favorable","Favorable","Favorable","Neutral","Unfavorable",0,2,1,0,1,2,0,2,2,1,0,2,2,2,1,0,18,0,7,4,5,0,1,1,5,5,0,0,NA,1,NA,1,1,3,1,1,1,"More","More","Less",2,0,0,1,1,0,0,1,0,4,0
"5/16/2024","9:01:00 AM","5/16/2024","9:08:00 AM",100,405,TRUE,"5/16/2024","9:08:00 AM","R_2qgF0GjwNPxahkF",0.899999976,1991,"Yes","35475","White","No","Male","$100,001+","Some College/AA or AS (2-year degree)","No","No","No","","No","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Rarely",20,"No","No","","","","Greene,Hale,Marengo,Tuscaloosa","Yes","i don't know","i don't know","false","i don't know","false","i don't know","i don't know","true","bites","i don't know","Neutral","Agree","Strongly Agree","Neutral","Agree","Disagree","Neutral","Agree","Disagree","Neutral","Agree","Disagree","Disagree","Agree","Agree","Neutral","No","I have Not looked for health information","I have Not looked for health information","","Yes","Year-long once a month virtual conference","Year-long once a month virtual conference","","Rabies,Influenza,CWD","Rabies,Influenza,CWD","","",6.75,33,33,"30–39","Tuscaloosa County",0,1,1,0,0,0,0,0,0,1,NA,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,3,10,0,0,0,0,"Neutral","Favorable","Favorable","Neutral","Neutral","Favorable","Unfavorable","Neutral","Favorable","Unfavorable","Unfavorable","Favorable","Favorable","Unfavorable","Favorable","Neutral",1,2,2,1,1,2,0,1,2,0,0,2,2,0,2,1,19,0,7,5,4,0,1,0,4,4,0,0,NA,0,NA,0,1,1,0,1,1,"More","More","Neutral",2,1,0,3,1,0,0,0,2,6,0
"5/20/2024","6:22:00 AM","5/20/2024","6:33:00 AM",100,645,TRUE,"5/20/2024","6:33:00 AM","R_3msJFzB0Ajssny6",0.899999976,1969,"Yes","35463","White","No","Male","$40,001-50,000","College Graduate/BA or BS (4-year degree)","Yes","Yes","No","","Yes",">20 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Monthly",80,"Yes","No","","No","","Tuscaloosa","Yes","true","i don't know","i don't know","true","false","i don't know","i don't know","true","bites","i don't know","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly Disagree","Neutral","Neutral","Neutral","Yes","Friends/Family,State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","Friends/Family,State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",10.75,55,55,"50–59","Tuscaloosa County",1,1,1,0,1,1,1,0,1,1,NA,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,4,10,0,0,0,0,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Unfavorable","Neutral","Neutral","Neutral","Neutral","Neutral",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,15,0,0,15,1,0,1,0,1,1,1,0,1,1,NA,1,0,4,1,6,1,"Neutral","Neutral","Neutral",1,1,1,8,1,1,1,1,2,9,1
"5/15/2024","10:48:00 AM","5/15/2024","11:14:00 AM",100,1550,TRUE,"5/15/2024","11:14:00 AM","R_3OepAOjEO0mxspj",0.699999988,1981,"Yes","36832","White","No","Female","$100,001+","Graduate or Professional School","No","No","No","","Yes","5-10 years","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Never",0,"No","No","","","","","No","i don't know","false","false","true","false","true","true","false","bites","i don't know","Agree","Agree","Agree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Agree","Agree","Disagree","Yes","Academic Publications","Academic Publications","","Yes","One day virtual conference","One day virtual conference","","SarsCoV2,One Health","SarsCoV2,One Health","","",25.8333333333333,43,43,"40–49","Lee County",1,1,0,0,1,0,0,0,1,0,NA,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,7,10,1,1,0,0,"Favorable","Favorable","Favorable","Neutral","Unfavorable","Favorable","Neutral","Neutral","Neutral","Neutral","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable",2,2,2,1,0,2,1,1,1,1,2,2,2,2,2,2,25,1,10,5,1,1,1,0,1,1,0,0,NA,0,NA,0,0,0,0,1,1,"More","More","More",2,2,0,2,1,0,0,1,2,8,0
"5/16/2024","6:30:00 AM","5/16/2024","6:44:00 AM",100,849,TRUE,"5/16/2024","6:44:00 AM","R_3YtEcbqy7vf3JS1",0.899999976,1963,"Yes","35811","White","No","Male","$90,001-100,000","High school graduate/GED","No","No","No","","No","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Daily",40,"No","No","","","","Jackson","Yes","true","true","false","i don't know","i don't know","i don't know","i don't know","true","feces","ignore","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Yes","Social Media,News Sources","Social Media,News Sources","","Yes","Other","asynchroNous","Send info by email","Rabies,One Health","Rabies,One Health","","Over all the health of animals is important.  Providing supplements and info of what to do and Not to do to the public is very important. ",14.15,61,61,"60+","Madison County",1,1,1,0,0,0,0,0,0,1,NA,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,10,0,0,0,0,"Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Neutral","Neutral","Favorable","Favorable","Neutral","Unfavorable","Unfavorable",2,2,2,2,2,2,2,2,2,1,1,2,2,1,0,0,25,1,11,3,2,1,0,0,1,1,0,0,NA,0,NA,1,0,1,0,2,1,"More","More","Less",2,0,0,2,1,0,0,1,2,6,0
"5/20/2024","4:29:00 AM","5/20/2024","5:33:00 AM",100,3850,TRUE,"5/20/2024","5:33:00 AM","R_3zi3nGdTwrt5CFP",1,1991,"Yes","35404","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","Yes",">10 years","No","10-20 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Weekly",20,"No","No","","","","Bibb,Chilton,Fayette,Greene,Hale,Jefferson,Marengo,Perry,Pickens,Shelby,Sumter,Tuscaloosa,Walker","Yes","true","false","false","false","false","true","i don't know","true","bites","field dress and consumption","Disagree","Agree","Agree","Neutral","Strongly Disagree","Disagree","Neutral","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Neutral","Agree","Agree","Yes","State Wildlife Agency,Social Media","State Wildlife Agency,Social Media","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Influenza,CWD,SarsCoV2","Rabies,Influenza,CWD,SarsCoV2","","",64.1666666666667,33,33,"30–39","Tuscaloosa County",0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,6,10,0,0,0,0,"Unfavorable","Favorable","Favorable","Neutral","Neutral","Favorable","Neutral","Favorable","Favorable","Unfavorable","Unfavorable","Neutral","Favorable","Favorable","Favorable","Unfavorable",0,2,2,1,1,2,1,2,2,0,0,1,2,2,2,0,20,0,8,4,4,0,1,0,13,13,0,0,NA,0,NA,1,1,2,0,2,2,"Neutral","More","Less",1,0,0,4,1,1,0,1,2,6,0
"5/15/2024","1:34:00 AM","5/15/2024","1:40:00 AM",100,393,TRUE,"5/15/2024","1:40:00 AM","R_50e26bjQvFqsB4G",0.899999976,1987,"Yes","36732","White","No","Male","$100,001+","College Graduate/BA or BS (4-year degree)","Yes","No","Yes",">10 years","Yes","5-10 years","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Monthly",50,"No","No","","","","Greene,Perry,Sumter","Yes","true","false","false","true","false","true","i don't know","true","bites","ignore","Strongly Disagree","Neutral","Neutral","Disagree","Disagree","Disagree","Neutral","Strongly Agree","Agree","Agree","Agree","Neutral","Neutral","Strongly Agree","Disagree","Disagree","Yes","State Wildlife Agency,Academic Publications,Social Media,Conferences","State Wildlife Agency,Academic Publications,Social Media,Conferences","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,CWD,SarsCoV2","Rabies,Influenza,CWD,SarsCoV2","","",6.55,37,37,"30–39","Marengo County",1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,10,1,1,0,0,"Unfavorable","Neutral","Neutral","Unfavorable","Neutral","Favorable","Favorable","Favorable","Favorable","Neutral","Neutral","Favorable","Unfavorable","Favorable","Favorable","Favorable",0,1,1,0,1,2,2,2,2,1,1,2,0,2,2,2,21,1,8,5,3,0,1,0,3,3,0,0,NA,1,NA,1,0,2,0,4,1,"More","Less","More",2,2,2,4,1,1,1,1,2,12,1
"6/4/2024","1:54:00 AM","6/4/2024","2:04:00 AM",100,629,TRUE,"6/4/2024","2:04:00 AM","R_52KmN0YBX1nwQtZ",0.800000012,2002,"Yes","36830","White","No","Female","$0-20,000","Some College/AA or AS (2-year degree)","No","No","No","","No","<1 year","Research","Research","","Academic/Research Institution","Academic/Research Institution","","Monthly",50,"No","No","","","","Conecuh,Cullman,Lee,Madison,Washington","No","true","false","false","true","false","false","false","false","bites","field dress and consumption","Disagree","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,CWD","Rabies,CWD","","",10.4833333333333,22,22,"20–29","Lee County",0,1,0,0,0,0,0,0,0,0,NA,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,8,10,1,1,0,0,"Unfavorable","Favorable","Favorable","Unfavorable","Favorable","Favorable","Favorable","Favorable","Neutral","Favorable","Favorable","Favorable","Favorable","Favorable","Neutral","Unfavorable",0,2,2,0,2,2,2,2,1,2,2,2,2,2,1,0,24,1,11,2,3,1,0,0,5,5,0,0,NA,1,NA,1,1,3,1,3,2,"More","More","Less",2,0,0,2,1,0,1,1,2,7,0
"5/20/2024","5:37:00 AM","5/20/2024","5:47:00 AM",100,621,TRUE,"5/20/2024","5:47:00 AM","R_5CDPLXtMzLEX5kC",0.899999976,1991,"Yes","36067","I prefer Not to answer","Yes","Female","$70,001-80,000","Graduate or Professional School","Yes","No","Yes",">10 years","Yes","5-10 years","Research","Research","","State/Provincial Government","State/Provincial Government","","Weekly",60,"Yes","No","","No","","Autauga,Clarke","Yes","true","false","false","true","false","true","false","true","bites","bury","Disagree","Disagree","Neutral","Neutral","Strongly Disagree","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Disagree","Agree","Agree","Agree","Disagree","No","Academic Publications","Academic Publications","","Yes","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,One Health","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,One Health","","",10.35,33,33,"30–39","Autauga County",0,NA,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,10,1,1,0,0,"Unfavorable","Unfavorable","Neutral","Neutral","Neutral","Favorable","Neutral","Neutral","Favorable","Unfavorable","Favorable","Favorable","Favorable","Favorable","Neutral","Favorable",0,0,1,1,1,2,1,1,2,0,2,2,2,2,1,2,20,0,7,6,3,0,1,0,2,2,1,0,1,1,NA,1,0,4,1,1,1,"More","More","More",2,2,0,6,1,1,0,0,2,8,0
"5/16/2024","9:22:00 AM","5/16/2024","9:36:00 AM",100,889,TRUE,"5/16/2024","9:36:00 AM","R_5etxkBW7hsVMgux",1,1962,"Yes","36027","White","No","Male","$100,001+","Graduate or Professional School","Yes","No","Yes",">10 years","Yes",">20 years","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Monthly",20,"No","No","","","","Barbour","Yes","true","false","false","true","false","i don't know","false","true","bites","ignore","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Agree","Neutral","Neutral","Agree","Disagree","Strongly Agree","Strongly Agree","Neutral","Strongly Disagree","Yes","Other","Other","Federal wildlife agency","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2","","",14.8166666666667,62,62,"60+","Barbour County",1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,7,10,1,1,0,0,"Unfavorable","Unfavorable","Neutral","Unfavorable","Unfavorable","Favorable","Neutral","Neutral","Favorable","Unfavorable","Favorable","Favorable","Neutral","Neutral","Favorable","Favorable",0,0,1,0,0,2,1,1,2,0,2,2,1,1,2,2,17,0,6,5,5,0,1,1,1,1,0,0,NA,0,NA,1,0,1,0,1,1,"More","Neutral","More",2,2,1,6,1,1,0,1,2,10,1
"5/30/2024","11:08:00 AM","5/30/2024","11:22:00 AM",100,839,TRUE,"5/30/2024","11:22:00 AM","R_5LeewLUlKLVSRUd",0.899999976,2003,"Yes","36830","White","No","Female","$30,001-40,000","Some College/AA or AS (2-year degree)","No","No","No","","No","<1 year","Education","Education","","Academic/Research Institution","Academic/Research Institution","","Never",0,"No","No","","","","","No","true","i don't know","true","true","false","i don't know","true","true","bites","i don't know","Neutral","Disagree","Agree","Neutral","Neutral","Disagree","Neutral","Strongly Agree","Agree","Agree","Agree","Disagree","Agree","Strongly Agree","Agree","Agree","Yes","Friends/Family,State Wildlife Agency,News Sources","Friends/Family,State Wildlife Agency,News Sources","","Yes","One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference","","Rabies,Leptospirosis,CWD,One Health,Other","Rabies,Leptospirosis,CWD,One Health,Other","Management of disease","",13.9833333333333,21,21,"20–29","Lee County",0,1,0,0,0,0,0,0,0,0,NA,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,4,10,0,0,0,0,"Neutral","Unfavorable","Favorable","Neutral","Neutral","Favorable","Favorable","Favorable","Favorable","Unfavorable","Favorable","Favorable","Favorable","Neutral","Favorable","Unfavorable",1,0,2,1,1,2,2,2,2,0,2,2,2,1,2,0,22,1,9,4,3,1,1,0,1,1,0,0,NA,0,NA,0,0,0,0,3,2,"More","More","Less",2,0,0,5,1,1,1,1,2,8,0
"5/15/2024","6:27:00 AM","5/15/2024","6:33:00 AM",100,367,TRUE,"5/15/2024","6:33:00 AM","R_5qc0ZeUKIB5WKkh",0.899999976,1971,"Yes","35503","White","No","Male","$100,001+","Did Not graduate high school/No GED","No","No","No","","No","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Private Industry","Private Industry","","Monthly",10,"No","No","","","","Walker","Yes","i don't know","false","false","i don't know","false","true","i don't know","true","i don't know","field dress and consumption","Neutral","Disagree","Neutral","Neutral","Agree","Disagree","Strongly Disagree","Strongly Agree","Neutral","Agree","Neutral","Neutral","Strongly Disagree","Strongly Agree","Agree","Neutral","Yes","State Wildlife Agency,Social Media","State Wildlife Agency,Social Media","","Unsure","Year-long once a month virtual conference","Year-long once a month virtual conference","","CWD","CWD","","",6.11666666666667,53,53,"50–59","Walker County",1,1,1,0,0,0,0,0,0,1,NA,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,4,10,0,0,0,0,"Neutral","Unfavorable","Neutral","Neutral","Unfavorable","Favorable","Neutral","Favorable","Neutral","Neutral","Unfavorable","Favorable","Favorable","Unfavorable","Favorable","Neutral",1,0,1,1,0,2,1,2,1,1,0,2,2,0,2,1,17,0,5,7,4,0,1,0,1,1,0,0,NA,0,NA,1,0,1,0,2,1,"More","More","Neutral",2,1,0,1,1,0,0,1,1,6,0
"6/7/2024","9:42:00 AM","6/7/2024","9:49:00 AM",100,406,TRUE,"6/7/2024","9:49:00 AM","R_5rCHQbhZ2FJxAdA",0.899999976,2003,"Yes","36832","White","No","Female","$0-20,000","High school graduate/GED","No","No","No","","No","<1 year","Land/Wildlife Management","Land/Wildlife Management","","Federal Government","Federal Government","","Rarely",80,"No","No","","","","","No","true","false","false","i don't know","false","i don't know","true","true","bites","field dress and consumption","Neutral","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Disagree","Agree","No","Friends/Family,State Wildlife Agency,Academic Publications","Friends/Family,State Wildlife Agency,Academic Publications","","Yes","One day in-person conference,Year-long once a month virtual conference","One day in-person conference,Year-long once a month virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",6.76666666666667,21,21,"20–29","Lee County",0,1,0,0,0,0,0,0,0,0,NA,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,5,10,0,0,0,0,"Neutral","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Favorable","Neutral","Favorable","Favorable","Unfavorable","Favorable","Favorable","Unfavorable",1,2,2,2,2,2,2,2,2,1,2,2,0,2,2,0,26,1,12,2,2,1,0,0,1,1,0,0,NA,1,NA,0,0,1,0,3,2,"More","Less","Less",2,0,2,8,1,1,1,0,2,9,1
"6/3/2024","11:05:00 AM","6/3/2024","11:14:00 AM",100,517,TRUE,"6/3/2024","11:14:00 AM","R_5t5p9bJNozaHLbQ",1,1970,"Yes","36104","I prefer Not to answer","I prefer Not to answer","I prefer Not to answer","$70,001-80,000","College Graduate/BA or BS (4-year degree)","Yes","No","No","","Yes",">20 years","Administration","Administration","","State/Provincial Government","State/Provincial Government","","Rarely",10,"No","No","","No","","","No","true","false","false","true","false","true","true","false","bites","ignore","Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Agree","No","Social Media","Social Media","","Unsure","One day in-person conference","One day in-person conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","fungus diseases","",8.61666666666667,54,54,"50–59","Montgomery County",1,NA,NA,0,1,1,0,0,1,0,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,8,10,1,1,0,0,"Unfavorable","Unfavorable","Favorable","Unfavorable","Unfavorable","Favorable","Favorable","Unfavorable","Unfavorable","Unfavorable","Unfavorable","Favorable","Favorable","Favorable","Unfavorable","Unfavorable",0,0,2,0,0,2,2,0,0,0,0,2,2,2,0,0,12,0,6,0,10,0,0,1,1,1,0,0,1,0,NA,0,0,1,0,1,1,"More","More","Less",2,0,0,9,1,1,0,0,1,5,0
"5/21/2024","9:29:00 AM","5/21/2024","9:35:00 AM",100,373,TRUE,"5/21/2024","9:35:00 AM","R_5V3nC8DrfonrTme",0.899999976,1992,"Yes","35476","White","No","Female","$40,001-50,000","College Graduate/BA or BS (4-year degree)","Yes","Yes","No","","Yes","5-10 years","Administration","Administration","","Nonprofit/Conservation Organization","Nonprofit/Conservation Organization","","Never",10,"No","No","","","","Tuscaloosa","No","true","i don't know","true","i don't know","i don't know","i don't know","i don't know","i don't know","bites","i don't know","Neutral","Strongly Disagree","Neutral","Neutral","Disagree","Neutral","Neutral","Agree","Disagree","Disagree","Agree","Neutral","Agree","Strongly Agree","Neutral","Agree","No","Friends/Family,State Wildlife Agency,Social Media,News Sources,Conferences","Friends/Family,State Wildlife Agency,Social Media,News Sources,Conferences","","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","","",6.21666666666667,32,32,"30–39","Tuscaloosa County",0,1,0,0,1,1,1,0,1,0,NA,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,2,10,0,0,0,0,"Neutral","Unfavorable","Neutral","Neutral","Neutral","Favorable","Unfavorable","Unfavorable","Favorable","Neutral","Favorable","Favorable","Neutral","Favorable","Neutral","Unfavorable",1,0,1,1,1,2,0,0,2,1,2,2,1,2,1,0,17,0,5,7,4,0,1,0,1,1,0,0,NA,0,NA,0,0,0,0,5,1,"More","Neutral","Less",2,0,1,8,1,1,1,0,2,8,0
"5/16/2024","7:31:00 AM","5/16/2024","7:39:00 AM",100,464,TRUE,"5/16/2024","7:39:00 AM","R_5vUOqdqZTjixIsh",0.800000012,1961,"Yes","36013","White","No","Male","$90,001-100,000","Graduate or Professional School","Yes","Yes","Yes",">10 years","Yes",">20 years","Consulting","Consulting","","Private Industry","Private Industry","","Daily",80,"No","No","","","","Autauga,Barbour,Bullock,Coosa,Crenshaw,Dallas,Elmore,Lowndes,Macon,Montgomery,Talladega,Wilcox","Yes","true","i don't know","false","true","false","true","i don't know","true","bites","i don't know","Agree","Agree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Yes","State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences","","Yes","One day virtual conference","One day virtual conference","","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD","","",7.73333333333333,63,63,"60+","Montgomery County",1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,6,10,0,0,0,0,"Favorable","Favorable","Unfavorable","Unfavorable","Unfavorable","Favorable","Favorable","Favorable","Favorable","Unfavorable","Unfavorable","Favorable","Favorable","Favorable","Favorable","Favorable",2,2,0,0,0,2,2,2,2,0,0,2,2,2,2,2,22,1,11,0,5,1,0,1,12,12,0,0,NA,1,NA,1,1,3,1,3,1,"More","More","More",2,2,0,5,1,1,1,1,2,10,1
