"COMPLETE","ID","QSCORE","DOB","AGE","RESIDENT","ZIPCODE","RACE","ETHNICITY","GENDER","INCOME","EDUCATION","DEGREE","TWS","COURSE","COURSETIME","SELFTITLE","BIOTIME","ACTIVITY","AFFILIATE","CONTACT","FIELD","COLLECT","HANDLE","STATE","PPE","PPETIME","COUNTIES","LICENSE","PIGS","BRUCE","CWD","FLUAL","FLU","COVID","COVIDSPILL","RABIESAL","RABIES","TURKEY","CWDAL","BATS","PPEREQ","EHD","DARWIN","POPRED","POPPLAN","SURVEY","VACCINE","PREVAL","DIVERSE","CONSEQ","CLIMATE","EDREQ","INFO","HANDSON","ACCESS","SOURCE","INTEREST","FREEINFO","TOPICS","QSNCS","GENDERb","FREEINFOcount","TOPICScount","SOURCEcount","PIGSp","BRUCEp","CWDp","FLUALp","FLUp","COVIDp","COVIDSPILLp","RABIESALp","RABIESp","TURKEYp","COUNTIEScount"
100,"R_5LeewLUlKLVSRUd",0.899999976,2003,"0","Yes",36830,"White","No","Female",0,"1","0","0","0","","0","0","Education","Academic/Research Institution","0","0","0","0",NA,NA,NA,0,"0","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","1","1","0","1","1","1","1","1",0,"1",1,0,"Management of disease course",0,4,4,3,"1","0","1","1","1","0","1","1","1","0",0
100,"R_60BJMdjafHR64LA",0.899999976,1973,"1","Yes",36203,"White","No","Male",1,"0","0","0","1","0","0","0","Other","Other","0","0","0","0",NA,NA,NA,0,"1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",0,"0",0,0,"",1,3,1,1,"1","1","1","1","0","1","1","1","0","0",1
100,"R_6h7cRKiDdzrTZSx",1,2003,"0","Yes",36830,"White","No","Male",0,"0","0","0","1","1","1","0","Land/Wildlife Management","Federal Government","1","1","0","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","1","0","0","1","1","0","1","0","1","1","1","1","1",0,"1",1,0,"",1,4,4,3,"1","1","1","1","1","1","0","1","1","0",2
100,"R_7QntwAzxJkJW4Ie",0.899999976,2000,"0","No",36832,"White","No","Female",0,"1","1","0","0","","1","0","Land/Wildlife Management","State/Provincial Government","1","0","0","0",NA,"0","1",0,"1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","1","1","1",1,"1",0,1,"",0,2,8,5,"1","1","1","1","1","1","1","1","1","0",1
100,"R_7000PSnJzvXdjzs",0.899999976,1975,"1","Yes",36092,"White","I prefer not to answer","Female",1,"1","1","0","0","","1","1","Land/Wildlife Management","State/Provincial Government","1","0","1","1","0","1",NA,0,"1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","1","0",0,"1",1,1,"",0,7,8,3,"1","1","1","1","1","1","1","1","1","1",4
100,"R_6aH16Y8Y9FNE2PL",0.899999976,2003,"0","Yes",35950,"White","No","Male",0,"1","0","0","1","1","1","0","Land/Wildlife Management","Federal Government","1","0","0","0",NA,NA,NA,0,"0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","1","0","1",0,"1",0,0,"",1,2,3,2,"1","0","1","0","1","0","1","1","1","1",0
100,"R_15tt1PYLmeORFQy",0.899999976,1999,"0","Yes",36830,"White","No","Female",0,"1","0","0","1","1","1","0","Research","Academic/Research Institution","1","0","0","1","1","0","0",0,"0","1","0","0","1","1","0","0","0","1","0","0","1","1","0","1","1","0","1","0","1","1","0","1","1","0","1","1",0,"1",1,1,"",0,5,7,3,"1","0","1","1","1","0","1","1","1","0",4
100,"R_52mtKgHB43KGTNE",1,1996,"0","Yes",35772,"White","No","Male",0,"1","1","1","1","1","1","0","Land/Wildlife Management","State/Provincial Government","1","1","1","1","1","0","0",0,"1","1","1","1","1","1","0","0","0","0","1","0","1","1","0","1","0","0","1","0","1","1","1","0","1","1","1","1",0,"1",0,0,"",1,3,2,3,"1","1","1","1","1","0","0","1","1","1",1
100,"R_3NLfQynAGxl06eA",0.899999976,1993,"0","Yes",35096,"White","No","Male",0,"1","1","0","0","","1","0","Land/Wildlife Management","State/Provincial Government","1","1","1","1","0","0","0",1,"1","1","0","1","1","1","1","0","0","1","0","0","1","1","0","1","0","0","1","1","1","1","0","0","1","1","0","1",0,"1",0,0,"",1,3,4,2,"1","1","1","1","1","1","0","1","1","1",14
100,"R_6DGYoINSFOpMXv3",0.899999976,2003,"0","Yes",36832,"White","No","Male",0,"1","1","0","0","","1","0","Education","Academic/Research Institution","1","1","0","0",NA,NA,NA,0,"1","1","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",0,"1",1,0,"",1,4,3,3,"1","1","1","1","1","1","1","0","1","1",4
100,"R_5eeqoDzUjslQfe2",1,2001,"0","Yes",35749,"White","No","Male",0,"1","1","0","1","1","1","0","Land/Wildlife Management","Private Industry","1","1","1","1","0","0","0",0,"1","1","0","1","1","1","1","0","1","1","0","0","1","1","0","1","1","1","1","1","0","1","0","1","1","1","1","0",0,"1",0,0,"",1,2,4,2,"1","0","1","1","1","1","1","1","1","1",1
100,"R_6Kd2eg9ycKUGdlP",1,2003,"0","Yes",36201,"White","No","Female",0,"1","1","0","1","1","1","0","Land/Wildlife Management","Federal Government","0","1","0","0",NA,NA,NA,0,"1","1","0","1","1","1","1","0","0","1","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1",1,"1",0,0,"",0,2,1,4,"1","1","1","1","1","1","1","1","1","1",1
100,"R_5fqjXjWWQG99uaG",0.899999976,2002,"0","Yes",36830,"White","No","Male",0,"0","0","0","0","","1","0","Education","Academic/Research Institution","0","0","0","0",NA,NA,NA,0,"1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1","1","0","0","0",0,"1",0,0,"",1,2,4,2,"1","1","1","1","1","1","1","1","1","0",0
100,"R_3URdG2MZB4r82Ep",1,2001,"0","Yes",36830,"White","No","Female",1,"1","1","0","0","","0","0","Research","Academic/Research Institution","1","1","1","1","1","0","0",0,"0","1","0","1","1","1","1","0","0","1","0","0","1","0","0","1","1","1","1","0","1","1","0","1","1","1","0","0",0,"1",1,1,"",0,7,8,3,"1","1","1","1","1","1","0","1","1","0",2
100,"R_7S8gsXkFEDSVmTj",1,1982,"1","Yes",36832,"White","No","Male",1,"1","1","0","1","1","0","0","Education","Professional Societies or Associations","1","0","0","0",NA,"1",NA,0,"1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","1",0,"1",1,0,"",1,7,2,1,"1","1","1","1","1","1","0","1","1","1",1
100,"R_5t5p9bJnOzaHLbQ",1,1970,"1","Yes",36104,"I prefer not to answer","I prefer not to answer","I prefer not to answer",1,"1","1","0","0","","1","1","Administration","State/Provincial Government","0","0","0","0",NA,"1",NA,0,"0","1","1","1","1","1","1","0","1","1","0","0","0","1","0","1","0","1","1","1","0","0","0","0","1","1","1","0",0,"0",0,1,"",NA,2,8,1,"1","1","1","1","1","1","1","1","1","1",0
100,"R_7Gj0KgmTK7Um1ax",0.899999976,2004,"0","Yes",36319,"White","No","Female",1,"1","0","0","0","","0","0","Land/Wildlife Management","Nonprofit/Conservation Organization","1","0","0","1","0","1",NA,0,"0","1","0","0","1","1","0","0","0","1","0","1","1","1","0","1","0","0","1","1","0","0","0","1","1","1","0","1",0,"1",0,0,NA,0,3,4,2,"1","0","1","1","1","0","1","0","1","1",0
100,"R_52KmN0YBX1nwQtZ",0.800000012,2002,"0","Yes",36830,"White","No","Female",0,"1","0","0","0","","0","0","Research","Academic/Research Institution","1","0","0","0",NA,NA,NA,0,"0","1","1","1","1","1","0","1","1","1","0","0","1","1","0","1","0","0","1","1","1","0","1","1","1","1","1","1",0,"1",1,0,"",0,4,2,3,"1","1","1","1","1","1","1","1","1","1",5
100,"R_7KpO52tojefh6mx",1,1963,"1","Yes",36345,"White","No","Male",1,"1","1","0","1","0","1","1","Land/Wildlife Management","Federal Government","1","1","1","0",NA,"0","0",0,"1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","1",0,"1",0,0,"",1,2,4,3,"1","1","1","1","1","1","0","1","1","1",5
100,"R_5Ci9S96Mb1l4thv",0.899999976,1983,"1","Yes",36830,"White","No","Male",1,"1","1","0","0","","1","1","Research","Federal Government","0","0","0","0",NA,"0","0",0,"0","1","0","1","1","1","1","0","0","1","0","0","1","0","0","1","1","0","1","1","0","1","0","1","0","1","1","1",0,"0",0,1,"",1,2,5,1,"1","0","1","1","1","1","0","0","1","0",1
100,"R_5rCHQbhZ2FJxAdA",0.899999976,2003,"0","Yes",36832,"White","No","Female",0,"0","0","0","0","","0","0","Land/Wildlife Management","Federal Government","0","1","0","0",NA,NA,NA,0,"0","1","1","1","0","1","0","0","0","1","0","0","1","1","1","1","1","0","1","1","1","1","0","1","1","0","1","0",0,"1",1,1,"",0,5,8,3,"1","1","1","0","1","0","1","1","1","1",0
100,"R_17X3jWsXTL1iQbD",1,1999,"0","Yes",36830,"White","No","Male",0,"1","1","0","0","","1","0","Research","Academic/Research Institution","0","0","0","0",NA,NA,NA,0,"0","1","0","1","0","1","0","0","0","0","0","0","1","1","0","1","1","0","1","0","0","0","0","0","0","1","1","1",0,"1",0,1,"",1,2,7,1,"1","0","1","0","1","0","0","0","1","0",0
100,"R_6mwQZEGsVRD0Sep",1,1970,"1","Yes",36830,"White","No","Male",1,"1","1","0","0","","1","1","Research","Academic/Research Institution","1","0","0","0",NA,NA,NA,0,"0","1","1","1","1","1","1","0","0","1","0","0","1","1","0","1","1","0","1","1","1","1","1","1","0","1","0","1",1,"1",0,0,"",1,2,1,4,"1","1","1","1","1","1","1","1","1","0",2
