START,END,PROG,DURATION,FINISHED,RECORDED,ID,QSCORE,DOB,RESIDENT,ZIPCODE,RACE,ETHNICITY,GENDER,INCOME,EDUCATION,DEGREE,TWS,COURSE,COURSETIME,SELFTITLE,BIOTIME,ACTIVITY,ACTIVITYfill,othACTIVITY,AFFILIATE,AFFILIATEfill,othAFFILIATE,CONTACT,FIELD,COLLECT,HANDLE,STATE,PPE,PPETIME,COUNTIES,LICENSE,PIGS,BRUCE,CWD,FLUAL,FLU,COVID,COVIDSPILL,RABIESAL,RABIES,TURKEY,CWDAL,BATS,PPEREQ,EHD,DARWIN,POPRED,POPPLAN,SURVEY,VACCINE,PREVAL,DIVERSE,CONSEQ,CLIMATE,EDREQ,INFO,HANDSON,ACCESS,SOURCE,SOURCEfill,othSOURCE,INTEREST,FREEINFO,FREEINFOfill,othFREEINFO,TOPICS,TOPICSfill,othTOPICS,QSNCS
5/15/2024 13:34,5/15/2024 13:40,100,393,True,5/15/2024 13:40,R_50e26bjQvFqsB4G,0.899999976,1987,Yes,36732,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Monthly,50,No,No,,,,"Greene,Perry,Sumter",Yes,True,False,False,True,False,True,I don't know,True,Bites,Ignore,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Yes,"State Wildlife Agency,Academic Publications,Social Media,Conferences","State Wildlife Agency,Academic Publications,Social Media,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,CWD,SarsCoV2","Rabies,Influenza,CWD,SarsCoV2",,
5/29/2024 14:19,5/29/2024 14:27,100,475,True,5/29/2024 14:27,R_51cGvNNDe5jEYY4,0.800000012,1984,Yes,35226,White,No,Female,"$50,001-60,000",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,Research,,Nonprofit/Conservation Organization,Nonprofit/Conservation Organization,,Monthly,30,Yes,Yes,Alive - Not Sedated,No,,"Jefferson,Mobile",No,True,I don't know,True,True,False,I don't know,I don't know,True,Bites,I don't know,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Leptospirosis,Vector borne diseases,One Health","Rabies,Leptospirosis,Vector borne diseases,One Health",,
5/15/2024 12:17,5/15/2024 12:21,100,280,True,5/15/2024 12:21,R_52GqAPCgF06FmaI,0.800000012,1983,Yes,35613,I prefer not to answer,I prefer not to answer,I prefer not to answer,"$70,001-80,000",College Graduate/BA or BS (4-year degree),No,No,No,,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Other,Other,,Daily,100,No,No,,No,,"Lauderdale,Limestone,Morgan",Yes,True,I don't know,False,True,False,I don't know,True,True,Bites,Incinerate,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Yes,"Friends/Family,State Wildlife Agency,Social Media,Conferences","Friends/Family,State Wildlife Agency,Social Media,Conferences",,Unsure,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Vector borne diseases,CWD","Rabies,Influenza,Vector borne diseases,CWD",,WAR EAGLE 
6/4/2024 13:54,6/4/2024 14:04,100,629,True,6/4/2024 14:04,R_52KmN0YBX1nwQtZ,0.800000012,2002,Yes,36830,White,No,Female,"$0-20,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Monthly,50,No,No,,,,"Conecuh,Cullman,Lee,Madison,Washington",No,True,False,False,True,False,False,False,False,Bites,Field dress and consumption,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,CWD","Rabies,CWD",,
5/31/2024 11:09,5/31/2024 11:15,100,393,True,5/31/2024 11:15,R_52mtKgHB43KGTNE,1,1996,Yes,35772,White,No,Male,"$40,001-50,000",College Graduate/BA or BS (4-year degree),Yes,Yes,Yes,5-10 years,Yes,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,70,Yes,Yes,Alive - Not Sedated,Yes,Usually (>75%),Jackson,Yes,True,False,False,True,False,I don't know,I don't know,True,Blood,Incinerate,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Rabies,Influenza","Rabies,Influenza",,
5/21/2024 10:54,5/21/2024 11:17,100,1411,True,5/21/2024 11:17,R_52Oq5ulpq2eBUBP,0.699999988,1982,Yes,36053,White,No,Male,"$60,001-70,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,No,1-5 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,60,Yes,Yes,Dead,Yes,Always (100%),"Barbour,Bullock",Yes,True,False,False,True,False,I don't know,True,True,Bites,Ignore,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Yes,"Friends/Family,State Wildlife Agency,Academic Publications","Friends/Family,State Wildlife Agency,Academic Publications",,Yes,"One day in-person conference,One day virtual conference,Year-long once a month virtual conference","One day in-person conference,One day virtual conference,Year-long once a month virtual conference",,"Vector borne diseases,CWD,SarsCoV2","Vector borne diseases,CWD,SarsCoV2",,
5/21/2024 3:26,5/21/2024 3:40,100,852,True,5/21/2024 3:40,R_532MOldCQdFN7cl,0.899999976,1993,Yes,35160,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,Yes,5-10 years,Yes,5-10 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Monthly,40,Yes,Yes,Alive - Not Sedated,,,"Blount,Covington,Jefferson,Lawrence,Tuscaloosa,Walker,Winston",Yes,True,True,False,True,False,True,True,True,Bites,Incinerate,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Unsure,"One day virtual conference, Other","One day virtual conference, asynchronous",View Recorded Conference,"Rabies,Other","Rabies,Other",Reptile and Amphibian Diseases,None
5/29/2024 18:23,5/29/2024 18:45,100,1298,True,5/29/2024 18:45,R_53DEjlgAgVasJtD,1,1991,Yes,36576,White,No,Male,"$70,001-80,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,60,Yes,No,,Yes,Always (100%),"Baldwin,Mobile",Yes,True,False,False,True,False,True,I don't know,I don't know,Bites,Ignore,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Vector borne diseases,CWD,SarsCoV2,One Health","Vector borne diseases,CWD,SarsCoV2,One Health",,
5/28/2024 10:01,5/28/2024 10:08,100,424,True,5/28/2024 10:08,R_58SsHJ4nN41MPbz,1,2003,Yes,36830,White,No,Female,"$70,001-80,000",High school graduate/GED,No,No,Yes,<5 years,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,50,Yes,Yes,Alive - Not Sedated,Yes,Usually (>75%),"Chambers,Lee",Yes,True,False,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Bites,I don't know,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Yes,"State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Vector borne diseases,SarsCoV2","Rabies,Vector borne diseases,SarsCoV2",,
5/21/2024 10:50,5/21/2024 10:59,100,542,True,5/21/2024 10:59,R_5At4RPWPx4LUKm5,1,1968,Yes,35503,White,No,Male,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Weekly,60,Yes,Yes,Dead,Yes,Always (100%),"Fayette,Lamar,Lawrence,Marion,Walker,Winston",Yes,True,False,False,True,False,True,True,True,Bites,Bury,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Yes,State Wildlife Agency,State Wildlife Agency,,Yes,One day virtual conference,One day virtual conference,,"Influenza,Leptospirosis,Vector borne diseases","Influenza,Leptospirosis,Vector borne diseases",,
5/21/2024 13:16,5/21/2024 13:21,100,345,True,5/21/2024 13:21,R_5b44fjqG5b3pc1T,0.899999976,1997,Yes,35205,White,No,Female,"$0-20,000",Graduate or Professional School,Yes,No,Yes,<5 years,Yes,1-5 years,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Daily,40,Yes,Yes,Dead,Yes,Usually (>75%),Macon,Yes,True,False,False,False,False,True,I don't know,True,Bites,Incinerate,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,No,"Academic Publications,Social Media,News Sources,Conferences","Academic Publications,Social Media,News Sources,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Leptospirosis,CWD,SarsCoV2","Rabies,Influenza,Leptospirosis,CWD,SarsCoV2",,
5/20/2024 17:37,5/20/2024 17:47,100,621,True,5/20/2024 17:47,R_5CDPLXtMzLEX5kC,0.899999976,1991,Yes,36067,I prefer not to answer,Yes,Female,"$70,001-80,000",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,5-10 years,Research,Research,,State/Provincial Government,State/Provincial Government,,Weekly,60,Yes,No,,No,,"Autauga,Clarke",Yes,True,False,False,True,False,True,False,True,Bites,Bury,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Disagree,No,Academic Publications,Academic Publications,,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,One Health","Rabies,Influenza,Leptospirosis,Vector borne diseases,CWD,One Health",,
6/4/2024 21:00,6/4/2024 21:11,100,704,True,6/4/2024 21:11,R_5Ci9S96Mb1l4thv,0.899999976,1983,Yes,36830,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,5-10 years,Research,Research,,Federal Government,Federal Government,,Rarely,10,No,No,,Yes,Always (100%),Lauderdale,No,True,I don't know,False,True,False,True,I don't know,I don't know,Bites,I don't know,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Yes,I have not looked for health information,I have not looked for health information,,Unsure,One day in-person conference,One day in-person conference,,"Rabies,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/17/2024 7:55,5/17/2024 8:08,100,782,True,5/17/2024 8:08,R_5copT9PFYDi6zKg,0.800000012,1989,Yes,36330,White,No,Male,"$90,001-100,000",Graduate or Professional School,Yes,No,Yes,<5 years,Yes,1-5 years,Other,Land/Wildlife Management,Damage Management,Federal Government,Federal Government,,Daily,90,Yes,Yes,Dead,Yes,Always (100%),"Coffee,Covington,Dale,Geneva",No,True,True,True,True,False,True,I don't know,True,Bites,I don't know,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Influenza,CWD","Influenza,CWD",,"Due to nation-wide changing population dynamics causing increase contact with wildlife, the sociological landscape decreasing people’s knowledge of wildlife, and increased impact of diseases on populations and livestock; knowledge of wildlife diseases among biologist will be critical in the future. "
5/30/2024 3:44,5/30/2024 3:57,100,784,True,5/30/2024 3:57,R_5CPVgdf1cSfcoYF,0.899999976,1989,Yes,36756,White,No,Male,"$40,001-50,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Daily,80,No,No,,Yes,Usually (>75%),"Bibb,Perry",No,True,I don't know,True,False,False,True,True,True,Bites,Incinerate,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,"State Wildlife Agency,Academic Publications,News Sources,I have not looked for health information","State Wildlife Agency,Academic Publications,News Sources,I have not looked for health information",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/28/2024 16:35,5/28/2024 16:42,100,421,True,5/28/2024 16:43,R_5cpwKqkAMG1MVON,0.800000012,2002,Yes,36830,White,No,Female,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,<1 year,Education,Education,,Academic/Research Institution,Academic/Research Institution,,Daily,90,No,Yes,Alive - Not Sedated,,,Lee,No,I don't know,I don't know,True,I don't know,False,I don't know,False,True,Blood,I don't know,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Yes,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Leptospirosis,Raccoon roundworm,CWD","Rabies,Leptospirosis,Raccoon roundworm,CWD",,
6/2/2024 16:00,6/2/2024 16:07,100,392,True,6/2/2024 16:07,R_5eeqoDzUjslQfe2,1,2001,Yes,35749,White,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),Yes,No,Yes,<5 years,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Daily,100,Yes,Yes,Dead,Yes,Always (100%),Madison,Yes,True,I don't know,False,True,False,True,True,False,Bites,Field dress and consumption,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,No,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,CWD,SarsCoV2","Rabies,Influenza,CWD,SarsCoV2",,
5/28/2024 20:53,5/28/2024 21:04,100,666,True,5/28/2024 21:05,R_5eO09ZzdLfuoXgR,0.800000012,1971,Yes,36109,White,No,Female,"$90,001-100,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,Yes,5-10 years,Education,Education,,Nonprofit/Conservation Organization,Nonprofit/Conservation Organization,,Daily,10,No,Yes,Alive - Not Sedated,No,,Elmore,No,I don't know,I don't know,False,True,False,I don't know,True,I don't know,Bites,I don't know,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,No,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2","Rabies,Influenza,Vector borne diseases,CWD,SarsCoV2",,
5/16/2024 9:22,5/16/2024 9:36,100,889,True,5/16/2024 9:36,R_5etxkBW7hsVMgux,1,1962,Yes,36027,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,Yes,>10 years,Yes,>20 years,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Monthly,20,No,No,,,,Barbour,Yes,True,False,False,True,False,I don't know,False,True,Bites,Ignore,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Yes,Other,Other,Federal wildlife agency,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,SarsCoV2",,
6/3/2024 0:06,6/3/2024 0:10,100,267,True,6/3/2024 0:10,R_5fqjXjWWQG99uaG,0.899999976,2002,Yes,36830,White,No,Male,"$0-20,000",High school graduate/GED,No,No,No,,Yes,<1 year,Other,Student,Student,Other,Academic/Research Institution,Student,Rarely,0,No,No,,,,,Yes,True,False,False,True,True,True,True,True,Bites,I don't know,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Neutral,No,"State Wildlife Agency,Academic Publications","State Wildlife Agency,Academic Publications",,Yes,One day in-person conference,One day in-person conference,,"Rabies,Influenza,Leptospirosis,Vector borne diseases","Rabies,Influenza,Leptospirosis,Vector borne diseases",,
5/21/2024 11:54,5/21/2024 12:02,100,463,True,5/21/2024 12:02,R_5H8z55hdlP40wut,0.600000024,1975,Yes,35136,White,No,Female,"$100,001+",College Graduate/BA or BS (4-year degree),Yes,No,Yes,>10 years,Yes,10-20 years,Education,Education,,State/Provincial Government,State/Provincial Government,,Monthly,20,No,No,,Yes,Always (100%),"Coosa,Dallas,Elmore,Montgomery,Tallapoosa",Yes,True,True,False,True,False,True,True,True,Bites,Field dress and consumption,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health,Other",RHD and also parasites,
5/29/2024 12:40,5/29/2024 13:25,100,2705,True,5/29/2024 13:25,R_5kFXfaUZucvwtqw,0.899999976,1975,Yes,35633,White,No,Male,"$50,001-60,000",High school graduate/GED,No,No,No,,No,>20 years,Land/Wildlife Management,Land/Wildlife Management,,State/Provincial Government,State/Provincial Government,,Rarely,80,Yes,Yes,Dead,Yes,Always (100%),"Colbert,Lauderdale",No,True,False,False,True,False,True,True,True,Bites,I don't know,Neutral,Agree,Agree,Strongly Disagree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Agree,Neutral,Yes,"State Wildlife Agency,Academic Publications,Conferences","State Wildlife Agency,Academic Publications,Conferences",,Unsure,One day virtual conference,One day virtual conference,,CWD,CWD,,
5/22/2024 10:32,5/22/2024 10:57,100,1505,True,5/22/2024 10:57,R_5LclsanPJAA82MS,0.800000012,1960,Yes,36104,White,No,Male,"$100,001+",Graduate or Professional School,Yes,Yes,No,,Yes,>20 years,Education,Education,,State/Provincial Government,State/Provincial Government,,Rarely,30,No,No,,Yes,Usually (>75%),,Yes,True,False,False,True,False,True,I don't know,True,Bites,I don't know,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,No,"State Wildlife Agency,Academic Publications,News Sources","State Wildlife Agency,Academic Publications,News Sources",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Influenza,Leptospirosis,CWD","Rabies,Influenza,Leptospirosis,CWD",,
5/30/2024 11:08,5/30/2024 11:22,100,839,True,5/30/2024 11:22,R_5LeewLUlKLVSRUd,0.899999976,2003,Yes,36830,White,No,Female,"$30,001-40,000",Some College/AA or AS (2-year degree),No,No,No,,No,<1 year,Education,Education,,Academic/Research Institution,Academic/Research Institution,,Never,0,No,No,,,,,No,True,I don't know,True,True,False,I don't know,True,True,Bites,I don't know,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Yes,"Friends/Family,State Wildlife Agency,News Sources","Friends/Family,State Wildlife Agency,News Sources",,Yes,"One day in-person conference,One day virtual conference","One day in-person conference,One day virtual conference",,"Rabies,Leptospirosis,CWD,One Health,Other","Rabies,Leptospirosis,CWD,One Health,Other",Management of disease,
5/17/2024 23:27,5/17/2024 23:31,100,236,True,5/17/2024 23:31,R_5mI4mMiEWdppFIP,1,1986,Yes,36804,White,No,Male,"$100,001+",Graduate or Professional School,Yes,No,No,,Yes,1-5 years,Education,Education,,Academic/Research Institution,Academic/Research Institution,,Monthly,10,No,No,,Yes,Usually (>75%),Lee,Yes,True,False,False,True,False,True,False,I don't know,Bites,Incinerate,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,"State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences","State Wildlife Agency,Academic Publications,Social Media,News Sources,Conferences",,Yes,One day virtual conference,One day virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,SarsCoV2,One Health",,
5/16/2024 7:40,5/16/2024 9:18,100,5874,True,5/16/2024 9:18,R_5mxRuKUOMKyQZb3,0.899999976,2000,Yes,36832,White,No,Female,"$20,001-30,000",College Graduate/BA or BS (4-year degree),Yes,No,No,,No,<1 year,Research,Research,,Academic/Research Institution,Academic/Research Institution,,Weekly,40,Yes,Yes,Dead,Yes,Always (100%),"Dallas,Greene,Hale,Marengo,Perry",Yes,True,I don't know,False,True,False,I don't know,I don't know,True,Bites,Ignore,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,No,"State Wildlife Agency,Academic Publications,Social Media","State Wildlife Agency,Academic Publications,Social Media",,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other","Rabies,Influenza,Leptospirosis,Raccoon roundworm,Vector borne diseases,CWD,One Health,Other",white nose syndrome fugal disease,
5/21/2024 6:44,5/21/2024 6:52,100,437,True,5/21/2024 6:52,R_5PaaAST3M6W9Z1T,0.899999976,1999,Yes,35019,White,No,Male,"$0-20,000",College Graduate/BA or BS (4-year degree),No,No,Yes,<5 years,Yes,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Other,Academic/Research Institution,Student,Weekly,20,Yes,Yes,Dead,No,,"Cullman,Morgan",Yes,True,False,False,True,False,True,True,True,Bites,Incinerate,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,No,State Wildlife Agency,State Wildlife Agency,,Yes,Year-long once a month virtual conference,Year-long once a month virtual conference,,"Rabies,CWD,SarsCoV2","Rabies,CWD,SarsCoV2",,"Alabama should focus on removing the non-historical species such as the coyote and bring back the native red wolf.  Wolves have been proven over and over to balance the eco-system, will kill feral pigs, and studies have shown can take the weak/sick deer that reduces CWD."
5/29/2024 21:33,5/29/2024 21:50,100,997,True,5/29/2024 21:50,R_5PzBd9SbA62THMd,,1992,Yes,35466,White,No,Male,"$30,001-40,000",Some College/AA or AS (2-year degree),No,No,Yes,5-10 years,Yes,5-10 years,Land/Wildlife Management,Land/Wildlife Management,,Federal Government,Federal Government,,Daily,90,Yes,No,,Yes,Sometimes (25%-75%),"Bibb,Chilton,Dallas,Greene,Hale,Perry,Pickens,Tuscaloosa,Walker,Winston",Yes,True,False,False,True,False,I don't know,I don't know,True,Bites,Incinerate,Agree,Agree,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Yes,"Friends/Family,State Wildlife Agency,Academic Publications,Social Media,Conferences","Friends/Family,State Wildlife Agency,Academic Publications,Social Media,Conferences",,Yes,One day in-person conference,One day in-person conference,,"Influenza,Leptospirosis,Raccoon roundworm,CWD,SarsCoV2","Influenza,Leptospirosis,Raccoon roundworm,CWD,SarsCoV2",,
5/15/2024 18:27,5/15/2024 18:33,100,367,True,5/15/2024 18:33,R_5qc0ZeUKIB5WKkh,0.899999976,1971,Yes,35503,White,No,Male,"$100,001+",Did not graduate high school/no GED,No,No,No,,No,<1 year,Land/Wildlife Management,Land/Wildlife Management,,Private Industry,Private Industry,,Monthly,10,No,No,,,,Walker,Yes,I don't know,False,False,I don't know,False,True,I don't know,True,I don't know,Field dress and consumption,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Yes,"State Wildlife Agency,Social Media","State Wildlife Agency,Social Media",,Unsure,Year-long once a month virtual conference,Year-long once a month virtual conference,,CWD,CWD,,
